raw_date,end_date,date,count,most_login,most_user,icon
2016-08-01,2016-08-31,Aug 2016,17332,juancarlosgarciamorales1,64596,https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1501996210
2016-09-01,2016-09-30,Sep 2016,19734,gonzalezii,27355,https://static.inaturalist.org/attachments/users/icons/27355/medium.jpg?1475541658
2016-10-01,2016-10-31,Oct 2016,20569,najera,17401,https://static.inaturalist.org/attachments/users/icons/17401/medium.jpg?1475536540
2016-11-01,2016-11-30,Nov 2016,14612,juancarlosgarciamorales1,64596,https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1501996210
2016-12-01,2016-12-31,Dec 2016,18935,alan_rockefeller,25945,https://static.inaturalist.org/attachments/users/icons/25945/medium.jpg?1475540865
2017-01-01,2017-01-31,Jan 2017,22671,juancarlosgarciamorales1,64596,https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1501996210
2017-02-01,2017-02-28,Feb 2017,20017,juancarlosgarciamorales1,64596,https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1501996210
2017-03-01,2017-03-31,Mar 2017,28983,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
2017-04-01,2017-04-30,Apr 2017,25914,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
2017-05-01,2017-05-31,May 2017,20580,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
2017-06-01,2017-06-30,Jun 2017,23541,juancarlosgarciamorales1,64596,https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1501996210
2017-07-01,2017-07-31,Jul 2017,26546,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
2017-08-01,2017-08-31,Aug 2017,30061,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
2017-09-01,2017-09-30,Sep 2017,26400,momoto-erick,26699,https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1490771837
