raw_date,end_date,date,count,most_login,most_user,icon
2015-10-01,2015-10-31,Oct 2015,95,toddtracks,80389,https://static.inaturalist.org/attachments/users/icons/80389/medium.jpg?1475545568
2015-11-01,2015-11-30,Nov 2015,48,csavy,19061,https://static.inaturalist.org/attachments/users/icons/19061/medium.jpg?1475537691
2015-12-01,2015-12-31,Dec 2015,22,brenhan,152628,
2016-01-01,2016-01-31,Jan 2016,46,freya24,169685,
2016-02-01,2016-02-29,Feb 2016,131,zanskar,173306,https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155
2016-03-01,2016-03-31,Mar 2016,381,johnnybirder,520,https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599
2016-04-01,2016-04-30,Apr 2016,335,johnnybirder,520,https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599
2016-05-01,2016-05-31,May 2016,163,cedroc,71741,https://static.inaturalist.org/attachments/users/icons/71741/medium.png?1475549263
2016-06-01,2016-06-30,Jun 2016,43,bioblogo,45069,https://static.inaturalist.org/attachments/users/icons/45069/medium.jpg?1475553474
2016-07-01,2016-07-31,Jul 2016,97,andyjones,14364,https://static.inaturalist.org/attachments/users/icons/14364/medium.jpg?1475534199
2016-08-01,2016-08-31,Aug 2016,385,tapaculo99,20957,https://static.inaturalist.org/attachments/users/icons/20957/medium.jpg?1475538687
2016-09-01,2016-09-30,Sep 2016,109,csavy,19061,https://static.inaturalist.org/attachments/users/icons/19061/medium.jpg?1475537691
2016-10-01,2016-10-31,Oct 2016,157,tapaculo99,20957,https://static.inaturalist.org/attachments/users/icons/20957/medium.jpg?1475538687
2016-11-01,2016-11-30,Nov 2016,462,claudiakomesu,361088,https://static.inaturalist.org/attachments/users/icons/361088/medium.jpg?1481138183
2016-12-01,2016-12-31,Dec 2016,176,alanclymer,323081,
2017-01-01,2017-01-31,Jan 2017,1125,gawie,390662,https://static.inaturalist.org/attachments/users/icons/390662/medium.jpg?1484481655
2017-02-01,2017-02-28,Feb 2017,1099,gawie,390662,https://static.inaturalist.org/attachments/users/icons/390662/medium.jpg?1484481655
2017-03-01,2017-03-31,Mar 2017,204,fero,386722,https://static.inaturalist.org/attachments/users/icons/386722/medium.jpg?1483826715
2017-04-01,2017-04-30,Apr 2017,624,gawie,390662,https://static.inaturalist.org/attachments/users/icons/390662/medium.jpg?1484481655
2017-05-01,2017-05-31,May 2017,278,johnnybirder,520,https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599
2017-06-01,2017-06-30,Jun 2017,299,markuslilje,140956,https://static.inaturalist.org/attachments/users/icons/140956/medium.jpeg?1475546401
2017-07-01,2017-07-31,Jul 2017,980,markuslilje,140956,https://static.inaturalist.org/attachments/users/icons/140956/medium.jpeg?1475546401
2017-08-01,2017-08-31,Aug 2017,1570,zanskar,173306,https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155
2017-09-01,2017-09-30,Sep 2017,1757,zanskar,173306,https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155
2017-10-01,2017-10-31,Oct 2017,4895,tonyrebelo,383144,https://static.inaturalist.org/attachments/users/icons/383144/medium.jpg?1507276516
2017-11-01,2017-11-30,Nov 2017,7772,tonyrebelo,383144,https://static.inaturalist.org/attachments/users/icons/383144/medium.jpg?1507276516
