iso	url	name	place_id	ratio
850	https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_the_United_States_Virgin_Islands.svg	Virgin Islands	10319	1.5
876	https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Wallis_and_Futuna.svg	Wallis and Futuna	7334	1.5
732	https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg	Western Sahara	10321	2
887	https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg	Yemen	7837	1.5
894	https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg	Zambia	7145	1.5
716	https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg	Zimbabwe	7146	2
null	https://vignette.wikia.nocookie.net/postdissolutionsphere/images/e/e7/Flag_of_Clipperton_Island.svg	Clipperton Island	10320	1.5
null	https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_the_Turkish_Republic_of_Northern_Cyprus.svg	Northern Cypress	96773	1.5
null	https://upload.wikimedia.org/wikipedia/commons/a/a3/Flag_of_the_Dhekelia_Garrison.svg	Akrotiri and Dhekelia	96774	1.5
null	https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg	Kosovo	10298	1.4
