raw_date,end_date,date,count,most_login,most_user,icon
2013-11-01,2013-11-30,Nov 2013,2585,bbi2,58165,
2013-12-01,2013-12-31,Dec 2013,2788,tylerbrummer,58492,https://static.inaturalist.org/attachments/users/icons/58492/medium.jpeg?1475588407
2014-01-01,2014-01-31,Jan 2014,2783,suemcgaw,56957,https://static.inaturalist.org/attachments/users/icons/56957/medium.jpeg?1475589429
2014-02-01,2014-02-28,Feb 2014,2586,parkecology,6686,https://static.inaturalist.org/attachments/users/icons/6686/medium.jpg?1478800214
2014-03-01,2014-03-31,Mar 2014,3529,tylerbrummer,58492,https://static.inaturalist.org/attachments/users/icons/58492/medium.jpeg?1475588407
2014-04-01,2014-04-30,Apr 2014,4491,suemcgaw,56957,https://static.inaturalist.org/attachments/users/icons/56957/medium.jpeg?1475589429
2014-05-01,2014-05-31,May 2014,3680,savvy,58031,https://static.inaturalist.org/attachments/users/icons/58031/medium.png?1475588210
2014-06-01,2014-06-30,Jun 2014,2744,savvy,58031,https://static.inaturalist.org/attachments/users/icons/58031/medium.png?1475588210
2014-07-01,2014-07-31,Jul 2014,2138,chrismorse,58897,https://static.inaturalist.org/attachments/users/icons/58897/medium.jpeg?1475588509
2014-08-01,2014-08-31,Aug 2014,2459,savvy,58031,https://static.inaturalist.org/attachments/users/icons/58031/medium.png?1475588210
2014-09-01,2014-09-30,Sep 2014,2140,stephen_thorpe,15329,https://static.inaturalist.org/attachments/users/icons/15329/medium.jpg?1475535523
2014-10-01,2014-10-31,Oct 2014,2598,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
2014-11-01,2014-11-30,Nov 2014,4120,tony_wills,16490,https://static.inaturalist.org/attachments/users/icons/16490/medium.gif?1475536073
2014-12-01,2014-12-31,Dec 2014,3320,tony_wills,16490,https://static.inaturalist.org/attachments/users/icons/16490/medium.gif?1475536073
2015-01-01,2015-01-31,Jan 2015,5279,lisa_bennett,59227,https://static.inaturalist.org/attachments/users/icons/59227/medium.jpg?1475588596
2015-02-01,2015-02-28,Feb 2015,2893,shirleykerr,58475,https://static.inaturalist.org/attachments/users/icons/58475/medium.jpg?1475588399
2015-03-01,2015-03-31,Mar 2015,3701,meurkc,5302,https://static.inaturalist.org/attachments/users/icons/5302/medium.jpg?1475529971
2015-04-01,2015-04-30,Apr 2015,4511,lisa_bennett,59227,https://static.inaturalist.org/attachments/users/icons/59227/medium.jpg?1475588596
2015-05-01,2015-05-31,May 2015,4735,lisa_bennett,59227,https://static.inaturalist.org/attachments/users/icons/59227/medium.jpg?1475588596
2015-06-01,2015-06-30,Jun 2015,3259,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
2015-07-01,2015-07-31,Jul 2015,2704,johnvandenhoeven,59290,https://static.inaturalist.org/attachments/users/icons/59290/medium.jpg?1490338409
2015-08-01,2015-08-31,Aug 2015,2474,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
2015-09-01,2015-09-30,Sep 2015,3050,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
2015-10-01,2015-10-31,Oct 2015,3374,meurkc,5302,https://static.inaturalist.org/attachments/users/icons/5302/medium.jpg?1475529971
2015-11-01,2015-11-30,Nov 2015,5907,ecoblitznz,65418,https://static.inaturalist.org/attachments/users/icons/65418/medium.png?1475589424
2015-12-01,2015-12-31,Dec 2015,5792,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-01-01,2016-01-31,Jan 2016,6729,leonperrie,57754,https://static.inaturalist.org/attachments/users/icons/57754/medium.jpg?1475589619
2016-02-01,2016-02-29,Feb 2016,6289,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-03-01,2016-03-31,Mar 2016,5861,leonperrie,57754,https://static.inaturalist.org/attachments/users/icons/57754/medium.jpg?1475589619
2016-04-01,2016-04-30,Apr 2016,6024,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-05-01,2016-05-31,May 2016,5152,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-06-01,2016-06-30,Jun 2016,3885,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-07-01,2016-07-31,Jul 2016,3655,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-08-01,2016-08-31,Aug 2016,3401,jacqui-nz,58314,https://static.inaturalist.org/attachments/users/icons/58314/medium.jpg?1475588315
2016-09-01,2016-09-30,Sep 2016,5641,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-10-01,2016-10-31,Oct 2016,6690,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2016-11-01,2016-11-30,Nov 2016,6987,tony_wills,16490,https://static.inaturalist.org/attachments/users/icons/16490/medium.gif?1475536073
2016-12-01,2016-12-31,Dec 2016,6691,leonperrie,57754,https://static.inaturalist.org/attachments/users/icons/57754/medium.jpg?1475589619
2017-01-01,2017-01-31,Jan 2017,7549,tangatawhenua,125707,https://static.inaturalist.org/attachments/users/icons/125707/medium.jpg?1475542261
2017-02-01,2017-02-28,Feb 2017,8595,mikey_watson,105154,https://static.inaturalist.org/attachments/users/icons/105154/medium.jpg?1475546054
2017-03-01,2017-03-31,Mar 2017,6783,meurkc,5302,https://static.inaturalist.org/attachments/users/icons/5302/medium.jpg?1475529971
2017-04-01,2017-04-30,Apr 2017,11224,naturewatchwidow,58645,https://static.inaturalist.org/attachments/users/icons/58645/medium.jpg?1475588440
2017-05-01,2017-05-31,May 2017,7784,bylsand,359014,https://static.inaturalist.org/attachments/users/icons/359014/medium.png?1477634567
2017-06-01,2017-06-30,Jun 2017,6106,manacollege,514069,
2017-07-01,2017-07-31,Jul 2017,4859,reinderw,452510,
2017-08-01,2017-08-31,Aug 2017,5316,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
2017-09-01,2017-09-30,Sep 2017,7063,jon_sullivan,1115,https://static.inaturalist.org/attachments/users/icons/1115/medium.jpg?1475527807
