"login","user_id","user_icon","identifications","species","wg"
"purplesagela",279499,"https://static.inaturalist.org/attachments/users/icons/279499/medium.jpg?1475529673",53,30,0
"lorax32",297988,"https://static.inaturalist.org/attachments/users/icons/297988/medium.jpg?1482238913",53,12,0
"bfox81",421096,"https://static.inaturalist.org/attachments/users/icons/421096/medium.jpg?1489122026",53,19,0
"ryanandrews",147487,"https://static.inaturalist.org/attachments/users/icons/147487/medium.jpg?1487890794",52,51,0
"datnatureguy",262301,"https://static.inaturalist.org/attachments/users/icons/262301/medium.jpg?1486918950",52,50,0
"axeira",291972,"https://static.inaturalist.org/attachments/users/icons/291972/medium.png?1475533283",52,34,0
"marina123",311310,"https://static.inaturalist.org/attachments/users/icons/311310/medium.jpeg?1475531095",52,4,0
"cae1",61883,"https://static.inaturalist.org/attachments/users/icons/61883/medium.jpg?1475589846",51,24,0
"francescocecere",83785,"https://static.inaturalist.org/attachments/users/icons/83785/medium.jpg?1475546608",51,49,0
"sdhjuw",265030,"",51,45,0
"markrobinson",350245,"https://static.inaturalist.org/attachments/users/icons/350245/medium.jpg?1497126737",51,35,0
"jeheiple",593014,"https://static.inaturalist.org/attachments/users/icons/593014/medium.jpg?1504657329",51,18,0
"rcurtis",4860,"https://static.inaturalist.org/attachments/users/icons/4860/medium.jpeg?1475529777",50,36,0
"thumbsonthefeet",19229,"https://static.inaturalist.org/attachments/users/icons/19229/medium.jpg?1499553094",50,31,0
"lorri-gong",20270,"https://static.inaturalist.org/attachments/users/icons/20270/medium.jpg?1497225843",50,58,0
"samfellows566",37282,"https://static.inaturalist.org/attachments/users/icons/37282/medium.jpg?1488384555",50,27,0
"marcelo_aranda",45712,"https://static.inaturalist.org/attachments/users/icons/45712/medium.jpg?1475588133",50,28,0
"jakubpeka",423822,"https://static.inaturalist.org/attachments/users/icons/423822/medium.jpeg?1489485404",50,18,0
"nr206trackingproject",440281,"",50,5,0
"ryancooke",469469,"https://static.inaturalist.org/attachments/users/icons/469469/medium.jpg?1497408727",50,8,0
"andrewcore",523371,"https://static.inaturalist.org/attachments/users/icons/523371/medium.jpg?1501474818",50,22,0
"dbellamy",551754,"https://static.inaturalist.org/attachments/users/icons/551754/medium.jpg?1505808848",50,28,0
"carrieseltzer",7580,"https://static.inaturalist.org/attachments/users/icons/7580/medium.jpeg?1475531252",49,83,0
"hydaticus",18780,"https://static.inaturalist.org/attachments/users/icons/18780/medium.jpg?1475537522",49,58,0
"blakesito",67003,"https://static.inaturalist.org/attachments/users/icons/67003/medium.jpg?1512189572",49,15,0
"chrisrohrer",76726,"https://static.inaturalist.org/attachments/users/icons/76726/medium.jpg?1481989181",49,50,0
"norcaldon",173574,"https://static.inaturalist.org/attachments/users/icons/173574/medium.jpg?1495316766",49,38,0
"dcarrie",380122,"",49,25,0
"ngerlach",536751,"",49,25,0
"sashathescientist",553482,"",49,4,0
"kylejones",11792,"https://static.inaturalist.org/attachments/users/icons/11792/medium.jpg?1475533125",48,43,0
"mammelton50",16735,"https://static.inaturalist.org/attachments/users/icons/16735/medium.jpg?1475536217",48,33,0
"aztekium",16744,"https://static.inaturalist.org/attachments/users/icons/16744/medium.jpeg?1475536220",48,41,0
"joanle0828",68239,"",48,3,0
"denisetracks",166900,"https://static.inaturalist.org/attachments/users/icons/166900/medium.jpg?1475541010",48,20,0
"gwenckatz",177192,"https://static.inaturalist.org/attachments/users/icons/177192/medium.png?1475544202",48,18,0
"krosenthal",192858,"https://static.inaturalist.org/attachments/users/icons/192858/medium.jpg?1475539983",48,34,0
"varajuan",254546,"https://static.inaturalist.org/attachments/users/icons/254546/medium.jpg?1508966299",48,38,0
"brunousseglio",383948,"https://static.inaturalist.org/attachments/users/icons/383948/medium.jpg?1482935297",48,12,0
"bastiaan",587819,"https://static.inaturalist.org/attachments/users/icons/587819/medium.jpg?1511335706",48,21,0
"dduff",735234,"https://static.inaturalist.org/attachments/users/icons/735234/medium.jpg?1513215955",48,15,0
"tiggrx",160,"",47,42,0
"tegmort",19662,"https://static.inaturalist.org/attachments/users/icons/19662/medium.jpg?1475537998",47,18,0
"dan_johnson",28364,"https://static.inaturalist.org/attachments/users/icons/28364/medium.jpeg?1475542108",47,10,0
"mchlfx",28775,"https://static.inaturalist.org/attachments/users/icons/28775/medium.jpg?1475542326",47,17,0
"carrion",40229,"https://static.inaturalist.org/attachments/users/icons/40229/medium.jpg?1475548137",47,11,0
"danny_mac",127480,"https://static.inaturalist.org/attachments/users/icons/127480/medium.jpg?1493654306",47,7,0
"serpophaga",173183,"https://static.inaturalist.org/attachments/users/icons/173183/medium.png?1485118102",47,26,0
"clint_perkins",206709,"https://static.inaturalist.org/attachments/users/icons/206709/medium.jpg?1475537890",47,46,0
"hikingsandiego",228955,"https://static.inaturalist.org/attachments/users/icons/228955/medium.jpeg?1475542881",47,7,0
"tigerbb",306991,"https://static.inaturalist.org/attachments/users/icons/306991/medium.jpg?1475529894",47,32,0
"eleeuw",378628,"https://static.inaturalist.org/attachments/users/icons/378628/medium.jpeg?1481392640",47,13,0
"highlatitudenaturalist",390949,"https://static.inaturalist.org/attachments/users/icons/390949/medium.jpg?1484548252",47,23,0
"apeterlongo",447090,"https://static.inaturalist.org/attachments/users/icons/447090/medium.jpg?1498943184",47,15,0
"cuihenggang",474164,"https://static.inaturalist.org/attachments/users/icons/474164/medium.jpg?1494026757",47,28,0
"aganse",593380,"https://static.inaturalist.org/attachments/users/icons/593380/medium.png?1506311796",47,15,0
"silversea_starsong",6971,"https://static.inaturalist.org/attachments/users/icons/6971/medium.jpg?1496197825",46,76,0
"marcoschmidtffm",81948,"https://static.inaturalist.org/attachments/users/icons/81948/medium.jpg?1475546189",46,27,0
"philipwoodscc",143067,"https://static.inaturalist.org/attachments/users/icons/143067/medium.jpg?1475546978",46,29,0
"rangersara",499533,"https://static.inaturalist.org/attachments/users/icons/499533/medium.jpg?1496629825",46,22,0
"wendy5",27263,"https://static.inaturalist.org/attachments/users/icons/27263/medium.jpg?1475541613",45,35,0
"mattiamenchetti",30467,"https://static.inaturalist.org/attachments/users/icons/30467/medium.png?1483899028",45,34,0
"wildcarrot",43591,"https://static.inaturalist.org/attachments/users/icons/43591/medium.jpg?1494024288",45,20,0
"lungta",46085,"https://static.inaturalist.org/attachments/users/icons/46085/medium.jpg?1475588311",45,14,0
"panza_rayada",127156,"https://static.inaturalist.org/attachments/users/icons/127156/medium.jpg?1487024477",45,27,0
"datilson",198154,"https://static.inaturalist.org/attachments/users/icons/198154/medium.jpg?1496589743",45,29,0
"alflinn329",353582,"https://static.inaturalist.org/attachments/users/icons/353582/medium.jpg?1502855381",45,10,0
"emmguevara",376395,"https://static.inaturalist.org/attachments/users/icons/376395/medium.jpg?1480524134",45,16,0
"julie_sf",506327,"https://static.inaturalist.org/attachments/users/icons/506327/medium.jpeg?1497513640",45,22,0
"dhobern",4859,"https://static.inaturalist.org/attachments/users/icons/4859/medium.jpg?1475529775",44,58,0
"hannawacker",37587,"https://static.inaturalist.org/attachments/users/icons/37587/medium.jpg?1475547225",44,30,0
"emily_r",84804,"https://static.inaturalist.org/attachments/users/icons/84804/medium.jpg?1475546914",44,12,0
"tiyumq",220046,"https://static.inaturalist.org/attachments/users/icons/220046/medium.jpg?1475540546",44,17,0
"mjplagens",375489,"https://static.inaturalist.org/attachments/users/icons/375489/medium.jpg?1495081158",44,37,0
"tuftedparidae",456853,"https://static.inaturalist.org/attachments/users/icons/456853/medium.jpg?1510326504",44,31,0
"neild",257303,"https://static.inaturalist.org/attachments/users/icons/257303/medium.png?1482787697",43,28,0
"psyllidhipster",275891,"https://static.inaturalist.org/attachments/users/icons/275891/medium.jpg?1475529068",43,20,0
"daniel112",284401,"https://static.inaturalist.org/attachments/users/icons/284401/medium.jpg?1485113095",43,15,0
"ampauley",342967,"https://static.inaturalist.org/attachments/users/icons/342967/medium.jpg?1492886350",43,12,0
"ehjalmarson",375183,"https://static.inaturalist.org/attachments/users/icons/375183/medium.jpg?1480380507",43,23,0
"csmitelli",376435,"https://static.inaturalist.org/attachments/users/icons/376435/medium.jpg?1485570577",43,30,0
"chirosphera",383681,"https://static.inaturalist.org/attachments/users/icons/383681/medium.jpg?1482785725",43,15,0
"hfb",510442,"https://static.inaturalist.org/attachments/users/icons/510442/medium.jpeg?1497584290",43,15,0
"codyhh",650759,"",43,5,0
"tbrooks",2477,"https://static.inaturalist.org/attachments/users/icons/2477/medium.jpg?1475528476",42,78,0
"milletman",7893,"https://static.inaturalist.org/attachments/users/icons/7893/medium.jpg?1475531372",42,20,0
"leehoy",18373,"https://static.inaturalist.org/attachments/users/icons/18373/medium.jpg?1475537272",42,36,0
"atdahl",138859,"https://static.inaturalist.org/attachments/users/icons/138859/medium.jpg?1475545871",42,22,0
"tmarkolivier",168813,"https://static.inaturalist.org/attachments/users/icons/168813/medium.jpg?1500832419",42,24,0
"gonodactylus",188597,"https://static.inaturalist.org/attachments/users/icons/188597/medium.jpg?1475539477",42,34,0
"vulpes",267956,"https://static.inaturalist.org/attachments/users/icons/267956/medium.png?1475537001",42,21,0
"libby_orcutt",276431,"https://static.inaturalist.org/attachments/users/icons/276431/medium.jpg?1475529179",42,18,0
"tminatbe",322233,"https://static.inaturalist.org/attachments/users/icons/322233/medium.jpg?1478313166",42,13,0
"ernestomontes364",380337,"https://static.inaturalist.org/attachments/users/icons/380337/medium.jpg?1506292561",42,38,0
"leslie_flint",9335,"https://static.inaturalist.org/attachments/users/icons/9335/medium.jpeg?1491534771",41,63,0
"rudyard",13370,"https://static.inaturalist.org/attachments/users/icons/13370/medium.jpeg?1475533850",41,36,0
"nicksharp",25843,"https://static.inaturalist.org/attachments/users/icons/25843/medium.jpg?1475540816",41,30,0
"chartuso",122831,"https://static.inaturalist.org/attachments/users/icons/122831/medium.jpg?1475541762",41,43,0
"melyssablue",253649,"https://static.inaturalist.org/attachments/users/icons/253649/medium.jpg?1511654183",41,10,0
"jimarcor",259794,"https://static.inaturalist.org/attachments/users/icons/259794/medium.jpg?1511775635",41,19,0
"jlayman",291618,"https://static.inaturalist.org/attachments/users/icons/291618/medium.jpg?1475533165",41,18,0
"inkie",300745,"https://static.inaturalist.org/attachments/users/icons/300745/medium.jpg?1478354927",41,15,0
"lucareptile",324885,"https://static.inaturalist.org/attachments/users/icons/324885/medium.jpg?1475535363",41,41,0
"birding4fun",389137,"",41,19,0
"tereso30",420777,"https://static.inaturalist.org/attachments/users/icons/420777/medium.jpg?1505834996",41,27,0
"rhislop",21209,"https://static.inaturalist.org/attachments/users/icons/21209/medium.jpg?1475538755",40,23,0
"toddtracks",80389,"https://static.inaturalist.org/attachments/users/icons/80389/medium.jpg?1475545568",40,46,0
"andreapnor",130384,"https://static.inaturalist.org/attachments/users/icons/130384/medium.jpg?1475543356",40,9,0
"gerfderp",166041,"https://static.inaturalist.org/attachments/users/icons/166041/medium.png?1512264025",40,19,0
"devonderaad",170619,"https://static.inaturalist.org/attachments/users/icons/170619/medium.jpg?1475542288",40,21,0
"mateohernandezschmidt",391471,"https://static.inaturalist.org/attachments/users/icons/391471/medium.jpeg?1484664948",40,18,0
"snojordn",676575,"",40,1,0
"dave-barry",1213,"https://static.inaturalist.org/attachments/users/icons/1213/medium.jpg?1475527834",39,49,0
"cullen",2281,"https://static.inaturalist.org/attachments/users/icons/2281/medium.jpeg?1475528419",39,81,0
"dtoth",38482,"",39,15,0
"arturo3",44389,"https://static.inaturalist.org/attachments/users/icons/44389/medium.jpg?1475553158",39,66,0
"akasha",170223,"https://static.inaturalist.org/attachments/users/icons/170223/medium.jpg?1475542176",39,39,0
"archy007",211310,"https://static.inaturalist.org/attachments/users/icons/211310/medium.jpg?1493694868",39,15,0
"djm",220315,"https://static.inaturalist.org/attachments/users/icons/220315/medium.jpg?1475540578",39,21,0
"johnboy",311971,"https://static.inaturalist.org/attachments/users/icons/311971/medium.jpeg?1475531291",39,16,0
"kalamurphyking",350225,"https://static.inaturalist.org/attachments/users/icons/350225/medium.jpg?1476393996",39,9,0
"achang",401030,"https://static.inaturalist.org/attachments/users/icons/401030/medium.jpg?1503940608",39,7,0
"teresap",479865,"https://static.inaturalist.org/attachments/users/icons/479865/medium.jpg?1494631186",39,34,0
"r-fisher",547688,"https://static.inaturalist.org/attachments/users/icons/547688/medium.jpg?1507593214",39,21,0
"vanfelter",656927,"https://static.inaturalist.org/attachments/users/icons/656927/medium.jpg?1507591654",39,2,0
"mperdicas",4873,"https://static.inaturalist.org/attachments/users/icons/4873/medium.jpg?1475529783",38,33,0
"joelle",79343,"http://staticdev.inaturalist.org/attachments/users/icons/79343/medium.jpg?1495431503",38,17,0
"kristofz",83313,"https://static.inaturalist.org/attachments/users/icons/83313/medium.jpg?1475546520",38,27,0
"arborsphere",110496,"https://static.inaturalist.org/attachments/users/icons/110496/medium.jpg?1475547923",38,23,0
"pfau_tarleton",139257,"https://static.inaturalist.org/attachments/users/icons/139257/medium.jpg?1475532057",38,24,0
"fabnobili",206393,"https://static.inaturalist.org/attachments/users/icons/206393/medium.jpg?1475537851",38,15,0
"ajaco005",432270,"",38,23,0
"alsholtz",463754,"https://static.inaturalist.org/attachments/users/icons/463754/medium.jpg?1493260443",38,15,0
"mcaple",558416,"https://static.inaturalist.org/attachments/users/icons/558416/medium.jpg?1501777498",38,18,0
"aerar",584730,"https://static.inaturalist.org/attachments/users/icons/584730/medium.png?1502984802",38,25,0
"robizzy_ttf",589899,"https://static.inaturalist.org/attachments/users/icons/589899/medium.jpg?1503367877",38,18,0
"geodani",19971,"https://static.inaturalist.org/attachments/users/icons/19971/medium.jpg?1481241738",37,34,0
"dwboston",25924,"https://static.inaturalist.org/attachments/users/icons/25924/medium.jpg?1475540854",37,32,0
"yetikat",35725,"https://static.inaturalist.org/attachments/users/icons/35725/medium.jpg?1475546427",37,14,0
"waswala",97044,"https://static.inaturalist.org/attachments/users/icons/97044/medium.jpeg?1501692476",37,16,0
"ttempel",121033,"https://static.inaturalist.org/attachments/users/icons/121033/medium.jpg?1480173452",37,6,0
"heatherbumbleb",185157,"https://static.inaturalist.org/attachments/users/icons/185157/medium.jpg?1475538661",37,14,0
"tfandre",269263,"https://static.inaturalist.org/attachments/users/icons/269263/medium.jpeg?1475537183",37,23,0
"inat7",383182,"https://static.inaturalist.org/attachments/users/icons/383182/medium.jpg?1484069941",37,24,0
"the-catfinch",456270,"https://static.inaturalist.org/attachments/users/icons/456270/medium.jpeg?1492526810",37,18,0
"jochenbrandt",554740,"https://static.inaturalist.org/attachments/users/icons/554740/medium.jpg?1506167450",37,17,0
"allison_formica",695283,"https://static.inaturalist.org/attachments/users/icons/695283/medium.jpg?1509872727",37,19,0
"dendroica",172,"https://static.inaturalist.org/attachments/users/icons/172/medium.png?1475527439",36,19,0
"charlie",2179,"https://static.inaturalist.org/attachments/users/icons/2179/medium.jpg?1475528361",36,39,0
"birdgal5",4915,"https://static.inaturalist.org/attachments/users/icons/4915/medium.jpg?1509923993",36,20,0
"beeboy",13355,"https://static.inaturalist.org/attachments/users/icons/13355/medium.jpg?1475533838",36,30,0
"scottbuckel",16522,"https://static.inaturalist.org/attachments/users/icons/16522/medium.jpg?1475536093",36,44,0
"jnstuart",16823,"https://static.inaturalist.org/attachments/users/icons/16823/medium.jpg?1475536272",36,70,0
"jaykeller",27743,"https://static.inaturalist.org/attachments/users/icons/27743/medium.jpg?1498531889",36,66,0
"merav",34038,"https://static.inaturalist.org/attachments/users/icons/34038/medium.jpg?1475545763",36,20,0
"janetwright",56162,"https://static.inaturalist.org/attachments/users/icons/56162/medium.jpg?1503161448",36,23,0
"nelson_wisnik",102919,"https://static.inaturalist.org/attachments/users/icons/102919/medium.jpg?1475545636",36,14,0
"cgbb2004",112851,"https://static.inaturalist.org/attachments/users/icons/112851/medium.jpg?1484870716",36,21,0
"mikef451",131068,"https://static.inaturalist.org/attachments/users/icons/131068/medium.jpg?1477233062",36,12,0
"wjneely",172852,"https://static.inaturalist.org/attachments/users/icons/172852/medium.jpg?1497908280",36,25,0
"accordiongordon",258200,"https://static.inaturalist.org/attachments/users/icons/258200/medium.jpg?1475535653",36,15,0
"upupa-epops",472970,"https://static.inaturalist.org/attachments/users/icons/472970/medium.jpg?1500923902",36,15,0
"dbmcc09",479031,"https://static.inaturalist.org/attachments/users/icons/479031/medium.jpg?1508131965",36,23,0
"fm5050",6075,"https://static.inaturalist.org/attachments/users/icons/6075/medium.jpg?1476830203",35,47,0
"speedy",42760,"https://static.inaturalist.org/attachments/users/icons/42760/medium.jpg?1475549073",35,21,0
"clinton",56848,"https://static.inaturalist.org/attachments/users/icons/56848/medium.jpg?1475589416",35,21,0
"lbullington24",65793,"https://static.inaturalist.org/attachments/users/icons/65793/medium.jpg?1502389075",35,38,0
"cdorsay",112902,"https://static.inaturalist.org/attachments/users/icons/112902/medium.jpg?1475548416",35,19,0
"zdufran",288963,"https://static.inaturalist.org/attachments/users/icons/288963/medium.jpg?1494452631",35,25,0
"zachar1",305445,"https://static.inaturalist.org/attachments/users/icons/305445/medium.jpg?1486336781",35,34,0
"birdbug62",318400,"https://static.inaturalist.org/attachments/users/icons/318400/medium.jpg?1508382599",35,21,0
"joshuabobcatstacy",323012,"https://static.inaturalist.org/attachments/users/icons/323012/medium.jpg?1475534344",35,24,0
"laurapirateque",335657,"https://static.inaturalist.org/attachments/users/icons/335657/medium.jpg?1482199310",35,17,0
"peterhma",453284,"https://static.inaturalist.org/attachments/users/icons/453284/medium.jpg?1494696447",35,25,0
"bstarzomski",515751,"https://static.inaturalist.org/attachments/users/icons/515751/medium.jpg?1503619643",35,24,0
"duarte",3042,"https://static.inaturalist.org/attachments/users/icons/3042/medium.png?1475528686",34,29,0
"hoppy1951",8114,"https://static.inaturalist.org/attachments/users/icons/8114/medium.jpeg?1475531474",34,69,0
"larry522",12045,"https://static.inaturalist.org/attachments/users/icons/12045/medium.jpg?1475533238",34,35,0
"mrchasse",23297,"https://static.inaturalist.org/attachments/users/icons/23297/medium.jpg?1475539713",34,19,0
"victrapping",81517,"https://static.inaturalist.org/attachments/users/icons/81517/medium.jpg?1475546002",34,4,0
"homerobeunicus",85026,"https://static.inaturalist.org/attachments/users/icons/85026/medium.jpg?1475547008",34,13,0
"apbbani",151218,"https://static.inaturalist.org/attachments/users/icons/151218/medium.jpg?1510542202",34,14,0
"ewrunn1ng",300689,"",34,19,0
"stefanoaldrovandi",347886,"https://static.inaturalist.org/attachments/users/icons/347886/medium.jpeg?1511371939",34,4,0
"stephen54",350459,"https://static.inaturalist.org/attachments/users/icons/350459/medium.png?1476397501",34,20,0
"littlewhitbit",415725,"https://static.inaturalist.org/attachments/users/icons/415725/medium.jpg?1488396585",34,8,0
"sbillerman",537310,"https://static.inaturalist.org/attachments/users/icons/537310/medium.jpg?1500412401",34,20,0
"basquebird",600790,"https://static.inaturalist.org/attachments/users/icons/600790/medium.jpg?1509417709",34,30,0
"carlos2",8233,"https://static.inaturalist.org/attachments/users/icons/8233/medium.jpg?1475531535",33,84,0
"kucycads",9531,"https://static.inaturalist.org/attachments/users/icons/9531/medium.jpg?1475532140",33,107,0
"pinkpimpernel",10980,"",33,45,0
"abr",19435,"https://static.inaturalist.org/attachments/users/icons/19435/medium.jpg?1475537900",33,58,0
"allenratzlaff",28545,"https://static.inaturalist.org/attachments/users/icons/28545/medium.jpg?1475542180",33,87,0
"denver",36127,"https://static.inaturalist.org/attachments/users/icons/36127/medium.jpg?1475546568",33,7,0
"wyattherp",108876,"https://static.inaturalist.org/attachments/users/icons/108876/medium.jpg?1494044500",33,24,0
"gabbieb",140881,"",33,12,0
"seaskymountains",144368,"https://static.inaturalist.org/attachments/users/icons/144368/medium.jpg?1475547255",33,10,0
"mellis",169566,"https://static.inaturalist.org/attachments/users/icons/169566/medium.jpg?1475541778",33,13,0
"wild-about-texas",206492,"https://static.inaturalist.org/attachments/users/icons/206492/medium.jpg?1475537863",33,27,0
"ecologistchris",229540,"https://static.inaturalist.org/attachments/users/icons/229540/medium.jpeg?1475542982",33,32,0
"paolilli",237267,"https://static.inaturalist.org/attachments/users/icons/237267/medium.jpg?1475544741",33,18,0
"fathomgraphics",284134,"https://static.inaturalist.org/attachments/users/icons/284134/medium.jpg?1475530628",33,8,0
"utopia4sharing",330936,"https://static.inaturalist.org/attachments/users/icons/330936/medium.jpeg?1475527761",33,19,0
"damonwilliford",410667,"https://static.inaturalist.org/attachments/users/icons/410667/medium.jpg?1487727613",33,15,0
"lesleytwiner",412017,"",33,13,0
"dan_macneal",472396,"https://static.inaturalist.org/attachments/users/icons/472396/medium.png?1495900692",33,23,0
"melissadonnelly",487324,"https://static.inaturalist.org/attachments/users/icons/487324/medium.jpg?1495396117",33,30,0
"keevilm",624025,"https://static.inaturalist.org/attachments/users/icons/624025/medium.jpg?1510158900",33,17,0
"js_young",6689,"https://static.inaturalist.org/attachments/users/icons/6689/medium.png?1475530761",32,9,0
"chris_hass",17909,"https://static.inaturalist.org/attachments/users/icons/17909/medium.jpg?1475537041",32,66,0
"speiden",18439,"https://static.inaturalist.org/attachments/users/icons/18439/medium.jpg?1475537308",32,55,0
"svaldvard",20655,"https://static.inaturalist.org/attachments/users/icons/20655/medium.jpg?1475538580",32,110,0
"coffearobusta42",25480,"https://static.inaturalist.org/attachments/users/icons/25480/medium.jpg?1475540663",32,23,0
"supertiger",64286,"https://static.inaturalist.org/attachments/users/icons/64286/medium.jpg?1485734052",32,13,0
"jnelson",91500,"https://static.inaturalist.org/attachments/users/icons/91500/medium.jpg?1475548883",32,22,0
"larry24",161086,"",32,25,0
"seanblaney",191483,"https://static.inaturalist.org/attachments/users/icons/191483/medium.jpg?1478014559",32,16,0
