raw_date,end_date,date,count,most_login,most_user,icon
2011-01-01,2011-01-31,Jan 2011,0,,,
2011-02-01,2011-02-28,Feb 2011,4,bob-dodge,549,https://static.inaturalist.org/attachments/users/icons/549/medium.jpg?1475527610
2011-03-01,2011-03-31,Mar 2011,13,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2011-04-01,2011-04-30,Apr 2011,10,sue,871,https://static.inaturalist.org/attachments/users/icons/871/medium.gif?1475527720
2011-05-01,2011-05-31,May 2011,8,tadpole9,1422,https://static.inaturalist.org/attachments/users/icons/1422/medium.jpeg?1475527951
2011-06-01,2011-06-30,Jun 2011,55,gregor,1494,https://static.inaturalist.org/attachments/users/icons/1494/medium.jpg?1475527995
2011-07-01,2011-07-31,Jul 2011,42,tewksjj,1421,https://static.inaturalist.org/attachments/users/icons/1421/medium.jpg?1475527950
2011-08-01,2011-08-31,Aug 2011,44,ctracey,2370,https://static.inaturalist.org/attachments/users/icons/2370/medium.jpg?1475528463
2011-09-01,2011-09-30,Sep 2011,6,norman,1326,
2011-10-01,2011-10-31,Oct 2011,77,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2011-11-01,2011-11-30,Nov 2011,27,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2011-12-01,2011-12-31,Dec 2011,7,liamq,4083,https://static.inaturalist.org/attachments/users/icons/4083/medium.jpeg?1475529376
2012-01-01,2012-01-31,Jan 2012,4,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2012-02-01,2012-02-29,Feb 2012,7,davidr,3403,https://static.inaturalist.org/attachments/users/icons/3403/medium.jpg?1475528831
2012-03-01,2012-03-31,Mar 2012,54,andrewmunroe,5459,https://static.inaturalist.org/attachments/users/icons/5459/medium.jpg?1475530035
2012-04-01,2012-04-30,Apr 2012,52,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2012-05-01,2012-05-31,May 2012,203,vjh,6404,https://static.inaturalist.org/attachments/users/icons/6404/medium.jpg?1475530642
2012-06-01,2012-06-30,Jun 2012,107,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2012-07-01,2012-07-31,Jul 2012,94,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2012-08-01,2012-08-31,Aug 2012,295,michaelrayner,8348,https://static.inaturalist.org/attachments/users/icons/8348/medium.jpg?1475531592
2012-09-01,2012-09-30,Sep 2012,145,jschiestel,9508,
2012-10-01,2012-10-31,Oct 2012,30,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2012-11-01,2012-11-30,Nov 2012,72,greglasley,9706,https://static.inaturalist.org/attachments/users/icons/9706/medium.jpg?1475532223
2012-12-01,2012-12-31,Dec 2012,50,greglasley,9706,https://static.inaturalist.org/attachments/users/icons/9706/medium.jpg?1475532223
2013-01-01,2013-01-31,Jan 2013,38,greglasley,9706,https://static.inaturalist.org/attachments/users/icons/9706/medium.jpg?1475532223
2013-02-01,2013-02-28,Feb 2013,35,johnnycanuck,13445,https://static.inaturalist.org/attachments/users/icons/13445/medium.jpg?1475533881
2013-03-01,2013-03-31,Mar 2013,128,tiggrx,160,
2013-04-01,2013-04-30,Apr 2013,145,vjh,6404,https://static.inaturalist.org/attachments/users/icons/6404/medium.jpg?1475530642
2013-05-01,2013-05-31,May 2013,370,vjh,6404,https://static.inaturalist.org/attachments/users/icons/6404/medium.jpg?1475530642
2013-06-01,2013-06-30,Jun 2013,137,goldenjoanne1,14912,https://static.inaturalist.org/attachments/users/icons/14912/medium.jpg?1475535371
2013-07-01,2013-07-31,Jul 2013,196,cya_outside,13986,https://static.inaturalist.org/attachments/users/icons/13986/medium.jpeg?1505699408
2013-08-01,2013-08-31,Aug 2013,207,screws,11882,https://static.inaturalist.org/attachments/users/icons/11882/medium.jpg?1475533159
2013-09-01,2013-09-30,Sep 2013,181,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2013-10-01,2013-10-31,Oct 2013,118,alexsoukup,21731,https://static.inaturalist.org/attachments/users/icons/21731/medium.jpeg?1475539068
2013-11-01,2013-11-30,Nov 2013,271,mlarrivee,10244,
2013-12-01,2013-12-31,Dec 2013,156,mlarrivee,10244,
2014-01-01,2014-01-31,Jan 2014,136,susanelliott,12610,https://static.inaturalist.org/attachments/users/icons/12610/medium.jpg?1475533475
2014-02-01,2014-02-28,Feb 2014,131,marvelliott,18303,https://static.inaturalist.org/attachments/users/icons/18303/medium.jpg?1475537232
2014-03-01,2014-03-31,Mar 2014,229,marvelliott,18303,https://static.inaturalist.org/attachments/users/icons/18303/medium.jpg?1475537232
2014-04-01,2014-04-30,Apr 2014,141,sienna,35006,https://static.inaturalist.org/attachments/users/icons/35006/medium.jpg?1499722127
2014-05-01,2014-05-31,May 2014,282,sterling,554,https://static.inaturalist.org/attachments/users/icons/554/medium.png?1475527613
2014-06-01,2014-06-30,Jun 2014,424,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2014-07-01,2014-07-31,Jul 2014,631,field_daze,129,https://static.inaturalist.org/attachments/users/icons/129/medium.jpg?1486097720
2014-08-01,2014-08-31,Aug 2014,816,naturalheritagetech,45638,https://static.inaturalist.org/attachments/users/icons/45638/medium.jpg?1475588102
2014-09-01,2014-09-30,Sep 2014,912,naturalheritagetech,45638,https://static.inaturalist.org/attachments/users/icons/45638/medium.jpg?1475588102
2014-10-01,2014-10-31,Oct 2014,595,awiladzi,25267,https://static.inaturalist.org/attachments/users/icons/25267/medium.jpeg?1475540560
2014-11-01,2014-11-30,Nov 2014,60,vilnoori,18171,https://static.inaturalist.org/attachments/users/icons/18171/medium.jpg?1475537172
2014-12-01,2014-12-31,Dec 2014,37,rbbrummitt,34719,https://static.inaturalist.org/attachments/users/icons/34719/medium.jpg?1475546022
2015-01-01,2015-01-31,Jan 2015,385,awiladzi,25267,https://static.inaturalist.org/attachments/users/icons/25267/medium.jpeg?1475540560
2015-02-01,2015-02-28,Feb 2015,949,mlarrivee,10244,
2015-03-01,2015-03-31,Mar 2015,183,norman,1326,
