county_name	geoid	url	obs_count	iconic_taxon	common_name	sci_name	photo	photo_attribution	critter_obs_count
Emmet County, MI	26047	http://www.inaturalist.org/observations?place_id=2236	134	47126	Cinnamon Fern	Osmundastrum cinnamomeum	http://farm1.staticflickr.com/35/108471017_adb0a22052_s.jpg	(c) Lindley Ashline, some rights reserved (CC BY-NC)	3
Hillsdale County, MI	26059	http://www.inaturalist.org/observations?place_id=2237	10	47115	Common Land Snails and Slugs	Stylommatophora	http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Gastropod.jpeg/75px-Gastropod.jpeg	anonymous, no known copyright restrictions (public domain)	1
Iosco County, MI	26069	http://www.inaturalist.org/observations?place_id=2238	7	3	Mourning Dove	Zenaida macroura	http://farm4.staticflickr.com/3154/2964982649_28bce9db34_s.jpg	(c) David Hofmann, some rights reserved (CC BY-NC-ND)	1
Houghton County, MI	26061	http://www.inaturalist.org/observations?place_id=2239	43	3	Sandhill Crane	Grus canadensis	http://farm4.staticflickr.com/3529/3189546578_c197968833_s.jpg	(c) Andrea Westmoreland, some rights reserved (CC BY-SA)	1
Iron County, MI	26071	http://www.inaturalist.org/observations?place_id=2240	2	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	1
Kalamazoo County, MI	26077	http://www.inaturalist.org/observations?place_id=2241	527	47158	Monarch	Danaus plexippus	http://farm4.staticflickr.com/3224/2972095940_9bc2608e00_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	4
Columbia County, WI	55021	http://www.inaturalist.org/observations?place_id=2245	61	3	Baltimore Oriole	Icterus galbula	http://farm1.staticflickr.com/89/246742908_ce232d6634_s.jpg	(c) Stewart Ho, some rights reserved (CC BY-NC-SA)	3
Florence County, WI	55037	http://www.inaturalist.org/observations?place_id=2246	52	47126	Round-leaved Sundew	Drosera rotundifolia	http://farm3.staticflickr.com/2139/2478012697_fabd9f752a_s.jpg	(c) Kristian Peters, some rights reserved (CC BY-NC-SA)	2
Manitowoc County, WI	55071	http://www.inaturalist.org/observations?place_id=2247	17	3	Great Blue Heron	Ardea herodias	http://farm4.staticflickr.com/3234/3020707979_b5bee7ddc0_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	1
Oneida County, WI	55085	http://www.inaturalist.org/observations?place_id=2250	188	47126	Blue Flag	Iris versicolor	http://farm4.staticflickr.com/3166/2992768591_7435ca76ee_s.jpg	(c) Bob Gutowski, some rights reserved (CC BY)	3
Vernon County, WI	55123	http://www.inaturalist.org/observations?place_id=2251	70	47126	Virginia Bluebells	Mertensia virginica	http://farm4.staticflickr.com/3365/3439884521_4229e9563b_s.jpg	(c) Bob Gutowski, some rights reserved (CC BY)	3
Alpine County, CA	6003	http://www.inaturalist.org/observations?place_id=2278	1300	20978	Sierran Treefrog	Pseudacris sierra	http://farm6.staticflickr.com/5099/5521470035_7cd6da2746_s.jpg	(c) Natalie McNear, some rights reserved (CC BY-NC)	18
Glenn County, CA	6021	http://www.inaturalist.org/observations?place_id=2279	707	3	Snow Goose	Chen caerulescens	http://farm3.staticflickr.com/2376/2291976955_dac21e1c23_s.jpg	(c) Rick Leche, some rights reserved (CC BY-NC-ND)	24
Mariposa County, CA	6043	http://www.inaturalist.org/observations?place_id=2280	1938	40151	California Ground Squirrel	Otospermophilus beecheyi	http://farm4.staticflickr.com/3516/3171348519_ea4c8ae8d2_s.jpg	(c) Howard Cheng, some rights reserved (CC BY-SA)	34
Modoc County, CA	6049	http://www.inaturalist.org/observations?place_id=2281	215	20978	Sierran Treefrog	Pseudacris sierra	http://farm6.staticflickr.com/5099/5521470035_7cd6da2746_s.jpg	(c) Natalie McNear, some rights reserved (CC BY-NC)	4
Yolo County, CA	6113	http://www.inaturalist.org/observations?place_id=2282	1767	3	Red-winged Blackbird	Agelaius phoeniceus	http://farm4.staticflickr.com/3067/2304335335_56bd93839c_s.jpg	(c) Joby Joseph, some rights reserved (CC BY-NC-SA)	35
Placer County, CA	6061	http://www.inaturalist.org/observations?place_id=2283	2452	47126	Waxy Checkerbloom	Sidalcea glaucescens	http://farm4.staticflickr.com/3629/3493626416_82f5227e9e_s.jpg	(c) randomtruth, some rights reserved (CC BY-NC-SA)	15
Bonner County, ID	16017	http://www.inaturalist.org/observations?place_id=2289	16	3	Northern Flicker	Colaptes auratus	http://farm4.staticflickr.com/3437/3187140734_840780f5bf_s.jpg	(c) Minette Layne, some rights reserved (CC BY-NC)	1
Carroll County, IL	17015	http://www.inaturalist.org/observations?place_id=2292	35	47126	Large White Trillium	Trillium grandiflorum	http://farm4.staticflickr.com/3090/2551416929_d7c6cb1f79_s.jpg	(c) sandy richard, some rights reserved (CC BY-NC-SA)	2
La Salle County, IL	17099	http://www.inaturalist.org/observations?place_id=2293	416	47126	Eastern Skunk Cabbage	Symplocarpus foetidus	http://farm1.staticflickr.com/178/476689151_0217acf00f_s.jpg	(c) James Ellison, some rights reserved (CC BY)	6
Idaho County, ID	16049	http://www.inaturalist.org/observations?place_id=2294	78	40151	American Pika	Ochotona princeps	http://farm5.staticflickr.com/4135/4935076505_b7ee85c0ed_s.jpg	(c) Daniele Colombo, some rights reserved (CC BY-NC-SA)	5
McLean County, IL	17113	http://www.inaturalist.org/observations?place_id=2295	116	3	Canada Goose	Branta canadensis	http://farm4.staticflickr.com/3094/2522129603_3386a56259_s.jpg	(c) Diane, some rights reserved (CC BY-NC-ND)	5
Macoupin County, IL	17117	http://www.inaturalist.org/observations?place_id=2296	0	0	0	0	0	0	0
Coles County, IL	17029	http://www.inaturalist.org/observations?place_id=2297	7	47158	Widow Skimmer	Libellula luctuosa	http://farm2.staticflickr.com/1268/617981485_02a4e0f0de_s.jpg	(c) John Wright, some rights reserved (CC BY-NC-ND)	1
Jo Daviess County, IL	17085	http://www.inaturalist.org/observations?place_id=2299	2	26036	Painted Turtle	Chrysemys picta	http://farm4.staticflickr.com/3245/2784279181_359b12aae0_s.jpg	(c) J. N. Stuart, some rights reserved (CC BY-NC-ND)	1
Menard County, IL	17129	http://www.inaturalist.org/observations?place_id=2302	286	3	Red-headed Woodpecker	Melanerpes erythrocephalus	http://farm4.staticflickr.com/3030/2615004180_8069a116b5_s.jpg	(c) Eddie Callaway, some rights reserved (CC BY-ND)	30
Washington County, IL	17189	http://www.inaturalist.org/observations?place_id=2303	0	0	0	0	0	0	0
Alcorn County, MS	28003	http://www.inaturalist.org/observations?place_id=2307	0	0	0	0	0	0	0
Moniteau County, MO	29135	http://www.inaturalist.org/observations?place_id=2323	0	0	0	0	0	0	0
Macon County, MO	29121	http://www.inaturalist.org/observations?place_id=2324	0	0	0	0	0	0	0
Oregon County, MO	29149	http://www.inaturalist.org/observations?place_id=2325	0	0	0	0	0	0	0
Ripley County, MO	29181	http://www.inaturalist.org/observations?place_id=2326	18	47126	Box Elder	Acer negundo	http://farm4.staticflickr.com/3204/2432353846_86b1e755be_s.jpg	(c) Salomé, some rights reserved (CC BY-NC-SA)	1
Shelby County, MO	29205	http://www.inaturalist.org/observations?place_id=2327	0	0	0	0	0	0	0
Webster County, MO	29225	http://www.inaturalist.org/observations?place_id=2331	13	20978	Spotted Salamander	Ambystoma maculatum	http://farm3.staticflickr.com/2744/4441839339_c6b295cae1_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	4
Valley County, MT	30105	http://www.inaturalist.org/observations?place_id=2335	21	47126	Prickly Pears	Opuntia	http://farm1.staticflickr.com/63/194107993_d9785dd6a1_s.jpg	(c) cammu, some rights reserved (CC BY-NC-ND)	2
Sacramento County, CA	6067	http://www.inaturalist.org/observations?place_id=2339	2454	47119	Marbled Cellar Spider	Holocnemus pluchei	http://media.eol.org/content/2012/06/15/20/81800_98_68.jpg	(c) MathKnight, some rights reserved (CC BY-SA)	28
Nemaha County, NE	31127	http://www.inaturalist.org/observations?place_id=2340	21	20978	Cope's Gray Tree Frog	Hyla chrysoscelis	http://farm1.staticflickr.com/36/98560515_1c0e5227f7_s.jpg	(c) Patrick Coin, some rights reserved (CC BY-NC-SA)	1
Richardson County, NE	31147	http://www.inaturalist.org/observations?place_id=2341	0	0	0	0	0	0	0
Schuyler County, IL	17169	http://www.inaturalist.org/observations?place_id=2357	6	47126	Blazing-stars	Liatris	http://farm2.staticflickr.com/1152/855635237_636a6339da_s.jpg	(c) Brian Peterson, some rights reserved (CC BY-NC-ND)	1
Worcester County, MD	24047	http://www.inaturalist.org/observations?place_id=2371	262	40151	Domestic Horse	Equus caballus	http://static.inaturalist.org/photos/85324/square.jpg	(c) maubecin, all rights reserved, uploaded by Javier	11
Berrien County, MI	26021	http://www.inaturalist.org/observations?place_id=2373	91	3	Ring-billed Gull	Larus delawarensis	http://farm3.staticflickr.com/2229/2255619597_e4ec656a34_s.jpg	(c) Gary Ashley, some rights reserved (CC BY-NC)	3
Copiah County, MS	28029	http://www.inaturalist.org/observations?place_id=2374	0	0	0	0	0	0	0
Orleans County, NY	36073	http://www.inaturalist.org/observations?place_id=2396	40	3	Great Egret	Ardea alba	http://farm1.staticflickr.com/190/482019538_15b7e2311d_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	4
Schuyler County, NY	36097	http://www.inaturalist.org/observations?place_id=2397	109	26036	Eastern Garter Snake	Thamnophis sirtalis sirtalis	http://static.inaturalist.org/photos/36577/square.jpg?1444325368	(c) Ken-ichi Ueda, some rights reserved (CC BY-NC-SA)	10
Steuben County, NY	36101	http://www.inaturalist.org/observations?place_id=2398	49	40151	Virginia Opossum	Didelphis virginiana	http://farm4.staticflickr.com/3133/2483691463_46a6c16fa3_s.jpg	(c) Jessie Hirsch, some rights reserved (CC BY)	4
Garfield County, UT	49017	http://www.inaturalist.org/observations?place_id=2439	582	40151	Pronghorn	Antilocapra americana	http://farm4.staticflickr.com/3137/2880797740_4323ec3edf_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	13
Juab County, UT	49023	http://www.inaturalist.org/observations?place_id=2440	9	3	Painted Bunting	Passerina ciris	http://farm4.staticflickr.com/3299/3525144837_2d1a7fb071_s.jpg	(c) Francesco Veronesi, some rights reserved (CC BY-NC-SA)	1
Wayne County, UT	49055	http://www.inaturalist.org/observations?place_id=2441	45	3	Wild Turkey	Meleagris gallopavo	http://farm4.staticflickr.com/3210/3038308796_75ef92bb76_s.jpg	(c) Per Verdonk, some rights reserved (CC BY-NC)	2
Niobrara County, WY	56027	http://www.inaturalist.org/observations?place_id=860	0	0	0	0	0	0	0
Platte County, WY	56031	http://www.inaturalist.org/observations?place_id=896	2	40151	Pronghorn	Antilocapra americana	http://farm4.staticflickr.com/3137/2880797740_4323ec3edf_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	1
Sublette County, WY	56035	http://www.inaturalist.org/observations?place_id=1168	31	40151	American Pika	Ochotona princeps	http://farm5.staticflickr.com/4135/4935076505_b7ee85c0ed_s.jpg	(c) Daniele Colombo, some rights reserved (CC BY-NC-SA)	9
Sweetwater County, WY	56037	http://www.inaturalist.org/observations?place_id=1169	129	47126	Common sagebrush	Artemisia tridentata	http://farm5.staticflickr.com/4150/5034479102_b73659ec67_s.jpg	(c) Matt Lavin, some rights reserved (CC BY-SA)	7
Converse County, WY	56009	http://www.inaturalist.org/observations?place_id=1219	6	40151	Pronghorn	Antilocapra americana	http://farm4.staticflickr.com/3137/2880797740_4323ec3edf_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	2
Lincoln County, WY	56023	http://www.inaturalist.org/observations?place_id=1505	37	3	Osprey	Pandion haliaetus	http://farm1.staticflickr.com/139/326753913_05932ebbd3_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	5
Fremont County, WY	56013	http://www.inaturalist.org/observations?place_id=1507	63	47126	Starvation Prickly-pear	Opuntia polyacantha	http://farm4.staticflickr.com/3359/3594938095_bcfeaebebc_s.jpg	(c) Andrew Hollander, some rights reserved (CC BY-NC-SA)	5
Granite County, MT	30039	http://www.inaturalist.org/observations?place_id=450	11	3	Great Gray Owl	Strix nebulosa	http://farm4.staticflickr.com/3156/2335865112_1511d8dea1_s.jpg	(c) Joachim S. MÃ¼ller, some rights reserved (CC BY-NC-SA)	2
Gallatin County, MT	30031	http://www.inaturalist.org/observations?place_id=453	130	47178	Rainbow Trout	Oncorhynchus mykiss	http://farm4.staticflickr.com/3029/3067858402_0bdb145325_s.jpg	(c) Brian Yap (è‘‰), some rights reserved (CC BY-NC)	4
Fergus County, MT	30027	http://www.inaturalist.org/observations?place_id=466	47	47126	Sage	Salvia	http://farm4.staticflickr.com/3585/3529659903_59d6f4cee2_s.jpg	(c) jacki dougan, some rights reserved (CC BY-NC-ND)	3
Phillips County, MT	30071	http://www.inaturalist.org/observations?place_id=487	142	3	Marbled Godwit	Limosa fedoa	http://static.inaturalist.org/photos/241895/square.jpg?1444590525	(c) Lynn Watson, all rights reserved, uploaded by Lynn Watson, Santa Barbara	5
Blaine County, MT	30005	http://www.inaturalist.org/observations?place_id=488	1	3	Mountain Plover	Charadrius montanus	http://static.inaturalist.org/photos/624048/square.jpg?1388799498	(c) Greg Lasley, some rights reserved (CC BY-NC)	1
Toole County, MT	30101	http://www.inaturalist.org/observations?place_id=566	0	0	0	0	0	0	0
Dawson County, MT	30021	http://www.inaturalist.org/observations?place_id=571	4	40151	Common Porcupine	Erethizon dorsatum	http://farm4.staticflickr.com/3163/2753273158_e45c3c7069_s.jpg	(c) Danny Barron, some rights reserved (CC BY-NC-ND)	2
Daniels County, MT	30019	http://www.inaturalist.org/observations?place_id=776	0	0	0	0	0	0	0
Glacier County, MT	30035	http://www.inaturalist.org/observations?place_id=777	194	40151	American Black Bear	Ursus americanus	http://static.inaturalist.org/photos/72975/square.jpg?1444445409	(c) Roland Kilcher, all rights reserved	9
Mineral County, MT	30061	http://www.inaturalist.org/observations?place_id=778	3	3	Western Tanager	Piranga ludoviciana	http://farm3.staticflickr.com/2021/2478631560_43b360f835_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Deer Lodge County, MT	30023	http://www.inaturalist.org/observations?place_id=826	19	3	Red-necked Grebe	Podiceps grisegena	http://media.eol.org/content/2009/07/24/12/57034_98_68.jpg	Dewhurst, Donna, no known copyright restrictions (public domain)	2
Sweet Grass County, MT	30097	http://www.inaturalist.org/observations?place_id=827	4	40151	Black-tailed Prairie Dog	Cynomys ludovicianus	http://farm3.staticflickr.com/2481/3825518952_37184461bd_s.jpg	(c) Arthur Chapman, some rights reserved (CC BY-NC-SA)	2
Wibaux County, MT	30109	http://www.inaturalist.org/observations?place_id=928	0	0	0	0	0	0	0
Richland County, MT	30083	http://www.inaturalist.org/observations?place_id=943	0	0	0	0	0	0	0
Sheridan County, WY	56033	http://www.inaturalist.org/observations?place_id=1857	5	3	Hawks, Eagles, and Kites	Accipitridae	http://farm4.staticflickr.com/3087/2519309464_9a62bc2cb1_s.jpg	(c) Art G., some rights reserved (CC BY-NC-ND)	1
Park County, WY	56029	http://www.inaturalist.org/observations?place_id=1914	695	40151	Pronghorn	Antilocapra americana	http://farm4.staticflickr.com/3137/2880797740_4323ec3edf_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	21
Albany County, WY	56001	http://www.inaturalist.org/observations?place_id=1918	124	3	Gray-crowned Rosy-Finch	Leucosticte tephrocotis	http://farm4.staticflickr.com/3419/3213836523_a96b47bf48_s.jpg	(c) Blake Matheson, some rights reserved (CC BY-NC)	4
Uinta County, WY	56041	http://www.inaturalist.org/observations?place_id=2248	18	47178	Bonneville Cutthroat Trout	Oncorhynchus clarkii utah			5
Washakie County, WY	56043	http://www.inaturalist.org/observations?place_id=2249	0	0	0	0	0	0	0
Goshen County, WY	56015	http://www.inaturalist.org/observations?place_id=3036	14	3	Killdeer	Charadrius vociferus	http://farm1.staticflickr.com/114/287782863_4b0e6cface_s.jpg	(c) Stewart Ho, some rights reserved (CC BY-NC-ND)	1
Golden Valley County, MT	30037	http://www.inaturalist.org/observations?place_id=2329	0	0	0	0	0	0	0
Cascade County, MT	30013	http://www.inaturalist.org/observations?place_id=2330	121	3	Swainson's Hawk	Buteo swainsoni	http://farm4.staticflickr.com/3592/3429468966_4ab9c5835a_s.jpg	(c) Rocklin Lyons, some rights reserved (CC BY-NC)	5
Judith Basin County, MT	30045	http://www.inaturalist.org/observations?place_id=2332	1	0	0	0	0	0	0
Park County, MT	30067	http://www.inaturalist.org/observations?place_id=2333	27	40151	Rocky Mountain Elk	Cervus elaphus nelsoni	http://static.inaturalist.org/photos/156138/square.jpg?1444746990	(c) Scott Cox, some rights reserved (CC BY-NC-ND)	2
Petroleum County, MT	30069	http://www.inaturalist.org/observations?place_id=2334	1	3	Golden Eagle	Aquila chrysaetos	http://farm4.staticflickr.com/3211/3086977792_bf82ccbf8e_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Hill County, MT	30041	http://www.inaturalist.org/observations?place_id=2353	7	47158		Aeshna	http://farm2.staticflickr.com/1195/1392928375_4b81e08984_s.jpg	(c) Walwyn, some rights reserved (CC BY-NC-SA)	1
Broadwater County, MT	30007	http://www.inaturalist.org/observations?place_id=2375	15	3	Birds	Aves	http://farm1.staticflickr.com/205/499334547_68fab65c70_s.jpg	(c) Kenny P., some rights reserved (CC BY-NC)	9
Wheatland County, MT	30107	http://www.inaturalist.org/observations?place_id=2376	2	3	Sandhill Crane	Grus canadensis	http://farm4.staticflickr.com/3529/3189546578_c197968833_s.jpg	(c) Andrea Westmoreland, some rights reserved (CC BY-SA)	1
Flathead County, MT	30029	http://www.inaturalist.org/observations?place_id=2379	229	40151	Mountain Goat	Oreamnos americanus	http://farm4.staticflickr.com/3389/3407156333_7a390cec90_s.jpg	(c) John Lillis, some rights reserved (CC BY-NC-ND)	20
Sanders County, MT	30089	http://www.inaturalist.org/observations?place_id=2748	24	40151	Pronghorn	Antilocapra americana	http://farm4.staticflickr.com/3137/2880797740_4323ec3edf_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	3
Meagher County, MT	30059	http://www.inaturalist.org/observations?place_id=2768	3	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	1
Liberty County, MT	30051	http://www.inaturalist.org/observations?place_id=3006	0	0	0	0	0	0	0
Musselshell County, MT	30065	http://www.inaturalist.org/observations?place_id=3008	0	0	0	0	0	0	0
Madison County, MT	30057	http://www.inaturalist.org/observations?place_id=3009	40	47158	Glover's Silkmoth	Hyalophora gloveri	http://farm2.staticflickr.com/1223/537964853_15ac5a8599_s.jpg	(c) Brad Smith, some rights reserved (CC BY-NC)	12
Lake County, MT	30047	http://www.inaturalist.org/observations?place_id=3010	22	40151	American Bison	Bison bison	http://farm4.staticflickr.com/3593/3373629007_2289811a93_s.jpg	(c) Manfred HÃ¶ffken, some rights reserved (CC BY-NC-SA)	2
Sheridan County, MT	30091	http://www.inaturalist.org/observations?place_id=3011	30	3	Marbled Godwit	Limosa fedoa	http://static.inaturalist.org/photos/241895/square.jpg?1444590525	(c) Lynn Watson, all rights reserved, uploaded by Lynn Watson, Santa Barbara	2
Waldo County, ME	23027	http://www.inaturalist.org/observations?place_id=666	732	3	Song Sparrow	Melospiza melodia	http://static.inaturalist.org/photos/174068/square.jpg?1444572172	(c) NatureShutterbug, all rights reserved, uploaded by Lynn Watson, Santa Barbara	7
Aroostook County, ME	23003	http://www.inaturalist.org/observations?place_id=1646	429	47126	Pearly Everlasting	Anaphalis margaritacea	http://farm1.staticflickr.com/247/515996366_183d58a20a_s.jpg	(c) J Brew, some rights reserved (CC BY-NC-SA)	7
Hancock County, ME	23009	http://www.inaturalist.org/observations?place_id=1647	1268	47126	Canadian Bunchberry	Cornus canadensis	http://farm4.staticflickr.com/3181/2576877441_84222744ac_s.jpg	(c) Kingsbrae Garden, some rights reserved (CC BY-NC-SA)	11
Lincoln County, ME	23015	http://www.inaturalist.org/observations?place_id=1648	380	3	Common Eider	Somateria mollissima	http://farm4.staticflickr.com/3378/3576455518_73b29fe185_s.jpg	(c) David Merrett, some rights reserved (CC BY)	8
York County, ME	23031	http://www.inaturalist.org/observations?place_id=1889	583	3	Common Eider	Somateria mollissima	http://farm4.staticflickr.com/3378/3576455518_73b29fe185_s.jpg	(c) David Merrett, some rights reserved (CC BY)	19
Piscataquis County, ME	23021	http://www.inaturalist.org/observations?place_id=1991	290	40151	Moose	Alces americanus	http://farm3.staticflickr.com/2032/1573176627_ccebe4e438_s.jpg	(c) Susan Hunt, some rights reserved (CC BY-NC-ND)	12
Cumberland County, ME	23005	http://www.inaturalist.org/observations?place_id=2004	1303	3	Mallard	Anas platyrhynchos	http://farm4.staticflickr.com/3236/2693516589_5b8d9fed79_s.jpg	(c) Charles Lam, some rights reserved (CC BY-SA)	19
Penobscot County, ME	23019	http://www.inaturalist.org/observations?place_id=2005	277	3	Yellow-rumped Warbler	Setophaga coronata	http://static.inaturalist.org/photos/303091/square.jpg?1444584835	(c) JoAnne-Russo, all rights reserved	5
Sagadahoc County, ME	23023	http://www.inaturalist.org/observations?place_id=2010	129	47115	Rough Periwinkle	Littorina saxatilis	http://media.eol.org/content/2012/12/11/13/57759_98_68.jpg	(c) anonymous, some rights reserved (CC BY-NC-SA)	6
Somerset County, ME	23025	http://www.inaturalist.org/observations?place_id=2011	23	47126	Northern red oak	Quercus rubra	http://farm4.staticflickr.com/3473/3235731853_5f08927f08_s.jpg	(c) AntÃ³nio Pena, some rights reserved (CC BY-NC-SA)	2
Androscoggin County, ME	23001	http://www.inaturalist.org/observations?place_id=2157	20	3	Hooded Merganser	Lophodytes cucullatus	http://farm1.staticflickr.com/127/355334429_f3ea5c9474_s.jpg	(c) Henry T. McLin, some rights reserved (CC BY-NC-ND)	3
Knox County, ME	23013	http://www.inaturalist.org/observations?place_id=2158	440	47158	Violet Dancer	Argia fumipennis violacea	http://farm4.staticflickr.com/3022/2461485389_35296427d3_s.jpg	(c) e_monk, some rights reserved (CC BY-NC-SA)	6
Kennebec County, ME	23011	http://www.inaturalist.org/observations?place_id=2209	44	3	Ruby-throated Hummingbird	Archilochus colubris	http://static.inaturalist.org/photos/726156/square.jpg?1395004355	(c) jessicaw, some rights reserved (CC BY-NC), uploaded by Jessica	8
Oxford County, ME	23017	http://www.inaturalist.org/observations?place_id=2368	131	47158	Sedge Sprite	Nehalennia irene	http://farm7.staticflickr.com/6133/5939274164_205ea2f380_s.jpg	(c) Dan Mullen, some rights reserved (CC BY-NC-ND)	4
Stillwater County, MT	30095	http://www.inaturalist.org/observations?place_id=3013	5	47158	Bluets	Enallagma	http://media.eol.org/content/2012/04/25/11/20798_98_68.jpg	(c) Smithsonian Institution, National Museum of Natural History, Department of Entomology, some rights reserved (CC BY-NC-SA)	1
Shelby County, AL	1117	http://www.inaturalist.org/observations?place_id=1249	15	3	Eastern Phoebe	Sayornis phoebe	http://farm6.staticflickr.com/5009/5346970195_d0eac9966b_s.jpg	(c) Maggie.Smith, some rights reserved (CC BY-NC)	1
Clay County, AL	1027	http://www.inaturalist.org/observations?place_id=1306	1	20978	Spring Salamander	Gyrinophilus porphyriticus	http://static.inaturalist.org/photos/1974409/square.jpg?1433739084	(c) Travis W. Reeder, some rights reserved (CC BY-NC)	1
Winston County, AL	1133	http://www.inaturalist.org/observations?place_id=1312	21	40151	Tree Squirrels	Sciurus	http://farm4.staticflickr.com/3041/3052478985_1389b7165b_s.jpg	(c) Ian Junor, some rights reserved (CC BY-NC-ND)	2
Henry County, AL	1067	http://www.inaturalist.org/observations?place_id=1334	0	0	0	0	0	0	0
Houston County, AL	1069	http://www.inaturalist.org/observations?place_id=1335	9	3	Northern Cardinal	Cardinalis cardinalis	http://farm3.staticflickr.com/2051/2133506370_9cb5c88a52_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Bullock County, AL	1011	http://www.inaturalist.org/observations?place_id=1383	18	3	Herons, Egrets, and Bitterns	Ardeidae	http://farm1.staticflickr.com/190/482019538_15b7e2311d_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	1
Crenshaw County, AL	1041	http://www.inaturalist.org/observations?place_id=1384	0	0	0	0	0	0	0
Cullman County, AL	1043	http://www.inaturalist.org/observations?place_id=1385	1	47126	Tulip tree	Liriodendron tulipifera	http://farm4.staticflickr.com/3045/2497130069_b54bf84eb8_s.jpg	(c) Aydin Ã–rstan, some rights reserved (CC BY-NC-ND)	1
Marshall County, AL	1095	http://www.inaturalist.org/observations?place_id=1386	4	40151	Gray Bat	Myotis grisescens	http://farm6.staticflickr.com/5145/5687233983_1cd8b8e7d4_s.jpg	(c) U.S. Fish and Wildlife Service Headquarters, some rights reserved (CC BY)	1
Autauga County, AL	1001	http://www.inaturalist.org/observations?place_id=1475	0	0	0	0	0	0	0
Dallas County, AL	1047	http://www.inaturalist.org/observations?place_id=1478	2	20978	Red Hills Salamander	Phaeognathus hubrichti	http://static.inaturalist.org/photos/50927/square.jpg?1444395969	(c) Brad Wilson, all rights reserved, uploaded by snakedr	1
Calhoun County, AL	1015	http://www.inaturalist.org/observations?place_id=1481	19	20978	Barking Tree Frog	Hyla gratiosa	http://farm5.staticflickr.com/4021/4512823775_4df74e8aea_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	2
Randolph County, AL	1111	http://www.inaturalist.org/observations?place_id=1786	12	3	Belted Kingfisher	Megaceryle alcyon	http://farm4.staticflickr.com/3227/2841112888_ec420af3b7_s.jpg	(c) Rick Leche - Photography, some rights reserved (CC BY-NC-ND)	1
Coosa County, AL	1037	http://www.inaturalist.org/observations?place_id=1788	0	0	0	0	0	0	0
Talladega County, AL	1121	http://www.inaturalist.org/observations?place_id=1819	34	20978	Spring Salamander	Gyrinophilus porphyriticus	http://static.inaturalist.org/photos/1974409/square.jpg?1433739084	(c) Travis W. Reeder, some rights reserved (CC BY-NC)	2
Lawrence County, AL	1079	http://www.inaturalist.org/observations?place_id=1978	48	40151	Eastern Woodrat	Neotoma floridana	http://media.eol.org/content/2011/10/06/00/39483_98_68.jpg	(c) Clayton Degayner, some rights reserved (CC BY-NC-SA)	5
Choctaw County, AL	1023	http://www.inaturalist.org/observations?place_id=2084	3	47126	Firethorn	Pyracantha coccinea	http://farm2.staticflickr.com/1254/1431068710_4e01b499a1_s.jpg	(c) Maggie, some rights reserved (CC BY-NC)	1
Fayette County, AL	1057	http://www.inaturalist.org/observations?place_id=2090	0	0	0	0	0	0	0
Bibb County, AL	1007	http://www.inaturalist.org/observations?place_id=2285	70	47126	Brown-eyed Susan	Rudbeckia triloba	http://farm2.static.flickr.com/1016/967219264_02eb18616e_s.jpg	(c) Janet, some rights reserved (CC BY-NC-SA)	2
Perry County, AL	1105	http://www.inaturalist.org/observations?place_id=2314	18	47686		Phacus	http://static.inaturalist.org/photos/2356151/square.jpg?1444555827	(c) Don Loarie, some rights reserved (CC BY)	2
Elmore County, AL	1051	http://www.inaturalist.org/observations?place_id=2315	14	20978	Green Tree Frog	Hyla cinerea	http://farm3.staticflickr.com/2541/4006694337_bf14379e80_s.jpg	(c) GregTheBusker, some rights reserved (CC BY)	2
Etowah County, AL	1055	http://www.inaturalist.org/observations?place_id=2597	24	47158	Red-spotted Purple	Limenitis arthemis astyanax	http://farm4.staticflickr.com/3353/3440563920_e100461be4_s.jpg	(c) myiarchus22, some rights reserved (CC BY-NC)	2
Conecuh County, AL	1035	http://www.inaturalist.org/observations?place_id=2806	0	0	0	0	0	0	0
