county_name	geoid	url	obs_count	iconic_taxon	common_name	sci_name	photo	photo_attribution	critter_obs_count
Polk County, AR	5113	http://www.inaturalist.org/observations?place_id=2130	32	20978	Rich Mountain Salamander	Plethodon ouachitae	http://farm8.staticflickr.com/7247/6929694418_92d593ff53_s.jpg	(c) John Clare, some rights reserved (CC BY-NC-ND)	3
Pope County, AR	5115	http://www.inaturalist.org/observations?place_id=2132	29	47126	Sweet Black-eyed Susan	Rudbeckia subtomentosa	https://farm8.staticflickr.com/7355/12223528145_a6eb2f0101_s.jpg	(c) rachelgreenbelt, some rights reserved (CC BY-NC-SA)	3
Montgomery County, AR	5097	http://www.inaturalist.org/observations?place_id=2133	62	47158	Spangled Skimmer	Libellula cyanea	http://farm6.staticflickr.com/5232/5895572296_af1ff99d4a_s.jpg	(c) John B., some rights reserved (CC BY)	5
Logan County, AR	5083	http://www.inaturalist.org/observations?place_id=2136	47	47158	Luna Moth	Actias luna	http://farm4.staticflickr.com/3468/3736218753_333719d3b4_s.jpg	(c) Patrick, some rights reserved (CC BY)	2
Washington County, AR	5143	http://www.inaturalist.org/observations?place_id=2162	65	26036	Three-toed Box Turtle	Terrapene carolina triunguis	http://farm2.staticflickr.com/1251/560600301_770765e161_s.jpg	(c) dcp, some rights reserved (CC BY-NC-ND)	2
Ouachita County, AR	5103	http://www.inaturalist.org/observations?place_id=2317	29	47126		Astragalus soxmaniorum			3
Clay County, AR	5021	http://www.inaturalist.org/observations?place_id=2594	2	47126	Trifoliate Orange	Poncirus trifoliata	http://farm5.staticflickr.com/4128/5023312859_9a33459ac8_s.jpg	(c) Leonora Enking, some rights reserved (CC BY-SA)	1
Pulaski County, AR	5119	http://www.inaturalist.org/observations?place_id=694	943	40151	Virginia Whitetailed Deer	Odocoileus virginianus virginianus	http://farm6.static.flickr.com/5210/5256817826_47ba7bb6f0_s.jpg	(c) Becky Gregory, some rights reserved (CC BY-ND)	19
Cleveland County, AR	5025	http://www.inaturalist.org/observations?place_id=773	33	47126	Plains coreopsis	Coreopsis tinctoria	http://farm2.staticflickr.com/1290/538147015_f957521058_s.jpg	(c) Lisa Brown, some rights reserved (CC BY-NC)	2
Randolph County, AR	5121	http://www.inaturalist.org/observations?place_id=774	21	47126	Box Elder	Acer negundo	http://farm4.staticflickr.com/3204/2432353846_86b1e755be_s.jpg	(c) Salomé, some rights reserved (CC BY-NC-SA)	1
Mississippi County, AR	5093	http://www.inaturalist.org/observations?place_id=932	0	0	0	0	0	0	0
Hempstead County, AR	5057	http://www.inaturalist.org/observations?place_id=1015	51	47158	Large Milkweed Bug	Oncopeltus fasciatus	http://static.inaturalist.org/photos/351035/square.jpg?1370015438	(c) greglasley, some rights reserved (CC BY-NC), uploaded by Greg Lasley	2
Woodruff County, AR	5147	http://www.inaturalist.org/observations?place_id=1242	5	20978	Central Newt	Notophthalmus viridescens louisianensis	http://static.inaturalist.org/photos/531566/square.jpg?1381207635	(c) John Sullivan, some rights reserved (CC BY-NC)	2
Drew County, AR	5043	http://www.inaturalist.org/observations?place_id=1313	3	47126	Wooly Croton	Croton capitatus	http://static.inaturalist.org/photos/54535/square.jpg?1444404001	(c) Eric Hunt, all rights reserved	1
Phillips County, AR	5107	http://www.inaturalist.org/observations?place_id=1473	11	47126	Black willow	Salix nigra	http://farm4.staticflickr.com/3603/3594438316_49606fc6a4_s.jpg	(c) Dan Mullen, some rights reserved (CC BY-NC-ND)	2
Faulkner County, AR	5045	http://www.inaturalist.org/observations?place_id=2061	51	20978	Cajun Chorus Frog	Pseudacris fouquettei	http://static.inaturalist.org/photos/43129/square.JPG	(c) mikeygraz, all rights reserved, uploaded by Michael Graziano	4
Independence County, AR	5063	http://www.inaturalist.org/observations?place_id=2062	25	20978	Cave Salamander	Eurycea lucifuga	http://farm4.staticflickr.com/3339/3430956355_119904b9eb_s.jpg	(c) Douglas Mills, some rights reserved (CC BY-NC-ND)	1
Poinsett County, AR	5111	http://www.inaturalist.org/observations?place_id=2065	56	47158	Longhorn Beetles	Cerambycidae	http://static.inaturalist.org/photos/50571/square.jpg?1444394118	(c) Franco Folini, some rights reserved (CC BY-SA)	4
Pike County, AR	5109	http://www.inaturalist.org/observations?place_id=2093	3	47126	Japanese honeysuckle	Lonicera japonica	http://farm6.staticflickr.com/5008/5222058246_c0863bf499_s.jpg	(c) CameliaTWU (away for a while), some rights reserved (CC BY-NC-ND)	1
Yell County, AR	5149	http://www.inaturalist.org/observations?place_id=1602	20	47126	Leafcup	Polymnia canadensis	https://farm4.staticflickr.com/3745/9419888622_51f74ee327_s.jpg	(c) Tom Potterfield, some rights reserved (CC BY-NC-SA)	4
Madison County, AR	5087	http://www.inaturalist.org/observations?place_id=204	2	26036	Three-toed Box Turtle	Terrapene carolina triunguis	http://farm2.staticflickr.com/1251/560600301_770765e161_s.jpg	(c) dcp, some rights reserved (CC BY-NC-ND)	1
Crittenden County, AR	5035	http://www.inaturalist.org/observations?place_id=434	13	47158	Southern Spreadwing	Lestes australis	http://farm3.staticflickr.com/2283/5798058943_9063d186fa_s.jpg	(c) Anthony Zukoff, some rights reserved (CC BY-NC-SA)	2
Garland County, AR	5051	http://www.inaturalist.org/observations?place_id=2599	55	20978	Ouachita Dusky Salamander	Desmognathus brimleyorum	http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Desmognathus_brimleyorum.jpg/75px-Desmognathus_brimleyorum.jpg	(c) Stanley Trauth, some rights reserved (CC BY-SA)	2
Benton County, AR	5007	http://www.inaturalist.org/observations?place_id=2601	74	47126	Flowering dogwood	Cornus florida	http://farm1.staticflickr.com/45/141407237_73021caf10_s.jpg	(c) Eric in SF, some rights reserved (CC BY-NC-ND)	3
Grant County, AR	5053	http://www.inaturalist.org/observations?place_id=2602	0	0	0	0	0	0	0
Little River County, AR	5081	http://www.inaturalist.org/observations?place_id=1474	76	3	Ruby-crowned Kinglet	Regulus calendula	http://farm6.staticflickr.com/5242/5214434381_3ccb23b5ec_s.jpg	(c) Dan Pancamo, some rights reserved (CC BY-SA)	3
Howard County, Maryland	24027	http://www.inaturalist.org/observations?place_id=48820	3894	47126	Tulip tree	Liriodendron tulipifera	http://farm4.staticflickr.com/3045/2497130069_b54bf84eb8_s.jpg	(c) Aydin Ã–rstan, some rights reserved (CC BY-NC-ND)	38
Iberville County, LA	22047	http://www.inaturalist.org/observations?place_id=124	25	47126	Arrowheads	Sagittaria	http://farm3.staticflickr.com/2600/4161280909_931e0b1c50_s.jpg	(c) Kai Yan,  Joseph Wong, some rights reserved (CC BY-NC-SA)	2
Lafayette County, LA	22055	http://www.inaturalist.org/observations?place_id=125	588	47158	Wheel Bug	Arilus cristatus	http://farm4.staticflickr.com/3043/3044551839_d8ee483271_s.jpg	(c) Patrick Coin, some rights reserved (CC BY-NC-SA)	6
Jackson County, LA	22049	http://www.inaturalist.org/observations?place_id=1049	12	26036	Prairie Lizard	Sceloporus consobrinus	http://static.inaturalist.org/photos/303640/square.jpg?1444573471	(c) Eric Isley, all rights reserved	2
Caldwell County, LA	22021	http://www.inaturalist.org/observations?place_id=1451	53	47126		Halesia diptera	http://static.inaturalist.org/photos/1145856/square.jpg?1411939797	(c) Laura Clark, some rights reserved (CC BY-NC)	3
Natchitoches County, LA	22069	http://www.inaturalist.org/observations?place_id=1452	146	47158	Sarracenia Spiketail	Cordulegaster sarracenia	http://static.inaturalist.org/photos/282413/square.jpg?1364468992	(c) greglasley, some rights reserved (CC BY-NC), uploaded by Greg Lasley	7
Ouachita County, LA	22073	http://www.inaturalist.org/observations?place_id=1619	1131	47126	Chinese tallowtree	Triadica sebifera	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Triadica_sebifera2.jpg/75px-Triadica_sebifera2.jpg	(c) KENPEI, some rights reserved (CC BY-SA)	13
Vermilion County, LA	22113	http://www.inaturalist.org/observations?place_id=1620	19	3	Brown Thrasher	Toxostoma rufum	http://farm4.staticflickr.com/3181/2860731712_01c001f831_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Webster County, LA	22119	http://www.inaturalist.org/observations?place_id=1621	40	3	Killdeer	Charadrius vociferus	http://farm1.staticflickr.com/114/287782863_4b0e6cface_s.jpg	(c) Stewart Ho, some rights reserved (CC BY-NC-ND)	1
Claiborne County, LA	22027	http://www.inaturalist.org/observations?place_id=1641	54	47170	Boletes	Boletaceae	http://static.inaturalist.org/photos/7298/square.jpg?1444271373	(c) Anita, some rights reserved (CC BY-NC)	2
Sabine County, LA	22085	http://www.inaturalist.org/observations?place_id=2342	8	3	Canada Goose	Branta canadensis	http://farm4.staticflickr.com/3094/2522129603_3386a56259_s.jpg	(c) Diane, some rights reserved (CC BY-NC-ND)	1
Rapides County, LA	22079	http://www.inaturalist.org/observations?place_id=2369	45	47158	Ebony Jewelwing	Calopteryx maculata	http://static.inaturalist.org/photos/15605/square.jpg?1444289101	(c) Anita, some rights reserved (CC BY-NC-SA)	2
Concordia County, LA	22029	http://www.inaturalist.org/observations?place_id=2473	0	0	0	0	0	0	0
De Soto County, LA	22031	http://www.inaturalist.org/observations?place_id=2684	1	26036	American Alligator	Alligator mississippiensis	http://farm4.staticflickr.com/3354/3414352585_2a746476c6_s.jpg	(c) Ryan Somma, some rights reserved (CC BY-SA)	1
Red River County, LA	22081	http://www.inaturalist.org/observations?place_id=2787	120	47158	Citrine Forktail	Ischnura hastata	http://static.inaturalist.org/photos/91221/square.JPG	(c) hartvillestuff, some rights reserved (CC BY-ND), uploaded by Kent Miller	7
Livingston County, LA	22063	http://www.inaturalist.org/observations?place_id=1642	111	47126	Cardinal flower	Lobelia cardinalis	http://farm4.staticflickr.com/3579/3799442162_76100cf8c8_s.jpg	(c) Steve Guttman, some rights reserved (CC BY-NC-ND)	4
West Feliciana County, LA	22125	http://www.inaturalist.org/observations?place_id=1645	58	26036	Timber Rattlesnake	Crotalus horridus	http://farm1.staticflickr.com/216/484186958_821c8f7e99_s.jpg	(c) Tad Arensmeier, some rights reserved (CC BY)	3
Dona Ana County, NM	35013	http://www.inaturalist.org/observations?place_id=2389	158	3	Say's Phoebe	Sayornis saya	http://static.inaturalist.org/photos/3093/square.jpg?1444494233	(c) Dmitry Mozzherin, some rights reserved (CC BY-NC-SA), uploaded by dimus	5
Cibola County, NM	35006	http://www.inaturalist.org/observations?place_id=2709	21	3	Pinyon Jay	Gymnorhinus cyanocephalus	http://farm4.staticflickr.com/3252/3156549273_655628c6e7_s.jpg	(c) Richard Johnson, some rights reserved (CC BY-NC-SA)	1
San Juan County, NM	35045	http://www.inaturalist.org/observations?place_id=2722	77	40151	Mule Deer	Odocoileus hemionus	http://farm3.staticflickr.com/2108/2191297464_54338af923_s.jpg	(c) thaths, some rights reserved (CC BY-NC)	8
Colfax County, NM	35007	http://www.inaturalist.org/observations?place_id=3047	207	40151	Mule Deer	Odocoileus hemionus	http://farm3.staticflickr.com/2108/2191297464_54338af923_s.jpg	(c) thaths, some rights reserved (CC BY-NC)	12
Hughes County, OK	40063	http://www.inaturalist.org/observations?place_id=298	1	26036	Plain-bellied Water Snake	Nerodia erythrogaster	http://farm4.staticflickr.com/3431/3843354185_d044e9748a_s.jpg	(c) Leah Heady, some rights reserved (CC BY-NC-ND)	1
McClain County, OK	40087	http://www.inaturalist.org/observations?place_id=299	1	26036	Three-toed Box Turtle	Terrapene carolina triunguis	http://farm2.staticflickr.com/1251/560600301_770765e161_s.jpg	(c) dcp, some rights reserved (CC BY-NC-ND)	1
Kingfisher County, OK	40073	http://www.inaturalist.org/observations?place_id=300	71	47126	Butterfly Milkweed	Asclepias tuberosa	http://farm4.staticflickr.com/3144/2609465186_fe19f73e96_s.jpg	(c) Alan, some rights reserved (CC BY-NC)	24
Dewey County, OK	40043	http://www.inaturalist.org/observations?place_id=712	6	40151	Ord's Kangaroo Rat	Dipodomys ordii	http://farm7.staticflickr.com/6076/6085531219_9abe8f460b_s.jpg	(c) randomtruth, some rights reserved (CC BY-NC-SA)	1
Harmon County, OK	40057	http://www.inaturalist.org/observations?place_id=713	5	3	Ferruginous Hawk	Buteo regalis	http://farm4.staticflickr.com/3086/3129167285_5dc135a810_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Major County, OK	40093	http://www.inaturalist.org/observations?place_id=1139	89	47126	Butterfly Milkweed	Asclepias tuberosa	http://farm4.staticflickr.com/3144/2609465186_fe19f73e96_s.jpg	(c) Alan, some rights reserved (CC BY-NC)	25
Marshall County, OK	40095	http://www.inaturalist.org/observations?place_id=1140	5	20978	Spotted Chorus Frog	Pseudacris clarkii	http://static.inaturalist.org/photos/46920/square.jpg?1401925734	(c) mikeygraz, all rights reserved, uploaded by Michael Graziano	1
Mayes County, OK	40097	http://www.inaturalist.org/observations?place_id=1141	3	47126	Plants	Plantae	http://farm3.staticflickr.com/2027/2208392648_727c652505_s.jpg	(c) T.SC, some rights reserved (CC BY-NC-ND)	1
Muskogee County, OK	40101	http://www.inaturalist.org/observations?place_id=1142	6	26036	Ornate Box Turtle	Terrapene ornata	http://farm8.staticflickr.com/7128/7414357706_6893daa089_s.jpg	(c) Eric Osmundson, some rights reserved (CC BY-NC-SA)	2
Okfuskee County, OK	40107	http://www.inaturalist.org/observations?place_id=1143	2	26036	Rough Green Snake	Opheodrys aestivus	http://farm4.staticflickr.com/3112/2827309845_fa91d7f462_s.jpg	(c) Patrick Coin, some rights reserved (CC BY-NC-SA)	1
Osage County, OK	40113	http://www.inaturalist.org/observations?place_id=1147	45	40151	American Bison	Bison bison	http://farm4.staticflickr.com/3593/3373629007_2289811a93_s.jpg	(c) Manfred HÃ¶ffken, some rights reserved (CC BY-NC-SA)	3
Beckham County, OK	40009	http://www.inaturalist.org/observations?place_id=1185	5	3	Red-tailed Hawk	Buteo jamaicensis	http://farm4.staticflickr.com/3233/2939911664_a9e7513df5_s.jpg	(c) sarbhloh, some rights reserved (CC BY-NC-ND)	1
Carter County, OK	40019	http://www.inaturalist.org/observations?place_id=2214	6	47126	Purple Coneflower	Echinacea purpurea	http://farm5.staticflickr.com/4015/4710035605_004b15c516_s.jpg	(c) Virginia (Ginny) Sanderson, some rights reserved (CC BY-NC-ND)	1
Pushmataha County, OK	40127	http://www.inaturalist.org/observations?place_id=2043	0	0	0	0	0	0	0
Blaine County, OK	40011	http://www.inaturalist.org/observations?place_id=2212	38	3	Turkey Vulture	Cathartes aura	http://farm4.staticflickr.com/3235/3070052982_fc77b55b1c_s.jpg	(c) David Baron, some rights reserved (CC BY-SA)	1
Sequoyah County, OK	40135	http://www.inaturalist.org/observations?place_id=2221	69	3	Scissor-tailed Flycatcher	Tyrannus forficatus	http://farm4.staticflickr.com/3144/2950477416_62837d32a6_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	2
Stephens County, OK	40137	http://www.inaturalist.org/observations?place_id=2222	9	40151	Virginia Opossum	Didelphis virginiana	http://farm4.staticflickr.com/3133/2483691463_46a6c16fa3_s.jpg	(c) Jessie Hirsch, some rights reserved (CC BY)	1
Washita County, OK	40149	http://www.inaturalist.org/observations?place_id=2223	9	47170	Gilled Mushrooms	Agaricales	http://farm1.staticflickr.com/119/297139819_357c2a4c51_s.jpg	(c) Stavros Markopoulos, some rights reserved (CC BY-NC-ND)	1
Logan County, OK	40083	http://www.inaturalist.org/observations?place_id=2409	70	47126	Green milkweed	Asclepias viridis	http://farm4.staticflickr.com/3007/2636502424_559a3dd8c4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	12
Payne County, OK	40119	http://www.inaturalist.org/observations?place_id=2411	501	47126	Green milkweed	Asclepias viridis	http://farm4.staticflickr.com/3007/2636502424_559a3dd8c4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	21
Johnston County, OK	40069	http://www.inaturalist.org/observations?place_id=3058	80	3	Yellow-headed Blackbird	Xanthocephalus xanthocephalus	http://farm4.staticflickr.com/3197/2505085580_c132f1a5e1_s.jpg	(c) Dan Dzurisin, some rights reserved (CC BY-NC-ND)	2
Craig County, OK	40035	http://www.inaturalist.org/observations?place_id=254	0	0	0	0	0	0	0
Cherokee County, OK	40021	http://www.inaturalist.org/observations?place_id=710	29	20978	Oklahoma Salamander	Eurycea tynerensis	http://static.inaturalist.org/photos/45763/square.jpg?1444352334	(c) Andrew Hoffman, all rights reserved	2
Creek County, OK	40037	http://www.inaturalist.org/observations?place_id=711	3	47126	Green milkweed	Asclepias viridis	http://farm4.staticflickr.com/3007/2636502424_559a3dd8c4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Coal County, OK	40029	http://www.inaturalist.org/observations?place_id=792	19	26036	Western Rat Snake	Pantherophis obsoletus	http://farm2.staticflickr.com/1331/5180564044_81bbe69e69_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	2
Roger Mills County, OK	40129	http://www.inaturalist.org/observations?place_id=795	37	3	Northern Cardinal	Cardinalis cardinalis	http://farm3.staticflickr.com/2051/2133506370_9cb5c88a52_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	3
Adair County, OK	40001	http://www.inaturalist.org/observations?place_id=1779	12	3	White-breasted Nuthatch	Sitta carolinensis	http://farm3.staticflickr.com/2412/2388338509_3690ec5fca_s.jpg	(c) Brian Peterson, some rights reserved (CC BY-NC-ND)	1
Monroe County, AR	5095	http://www.inaturalist.org/observations?place_id=2316	26	47126	Daffodils	Narcissus	http://farm1.staticflickr.com/46/131945049_8a122bc1b3_s.jpg	(c) Bram, some rights reserved (CC BY-NC-ND)	2
Cross County, AR	5037	http://www.inaturalist.org/observations?place_id=2063	4	26036	Redbelly Snake	Storeria occipitomaculata	http://farm6.staticflickr.com/5069/5691344922_cd287627fd_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	1
Clark County, AR	5019	http://www.inaturalist.org/observations?place_id=435	69	47126	Bluehearts	Buchnera americana	http://farm6.staticflickr.com/5222/5678783363_322e848acc_s.jpg	(c) Bob Peterson, some rights reserved (CC BY-NC-SA)	3
Craighead County, AR	5031	http://www.inaturalist.org/observations?place_id=2598	412	47126	Pecan	Carya illinoinensis	http://farm3.staticflickr.com/2752/4394909014_d9c9d184a0_s.jpg	(c) Tony Rodd, some rights reserved (CC BY-NC-SA)	16
Izard County, AR	5065	http://www.inaturalist.org/observations?place_id=2603	6	26036	Eastern Earth Snake	Virginia valeriae valeriae	http://farm1.staticflickr.com/47/186928945_9e2d8a874e_s.jpg	(c) Douglas Mills, some rights reserved (CC BY-NC-ND)	1
Saint James County, LA	22093	http://www.inaturalist.org/observations?place_id=90	16	3	White-throated Sparrow	Zonotrichia albicollis	http://farm7.staticflickr.com/6098/6226936028_f558cf70e2_s.jpg	(c) Arthur Chapman, some rights reserved (CC BY-NC-SA)	1
Tensas County, LA	22107	http://www.inaturalist.org/observations?place_id=91	4	26036	Timber Rattlesnake	Crotalus horridus	http://farm1.staticflickr.com/216/484186958_821c8f7e99_s.jpg	(c) Tad Arensmeier, some rights reserved (CC BY)	2
Saint Martin County, LA	22099	http://www.inaturalist.org/observations?place_id=93	280	26036	American Alligator	Alligator mississippiensis	http://farm4.staticflickr.com/3354/3414352585_2a746476c6_s.jpg	(c) Ryan Somma, some rights reserved (CC BY-SA)	9
Morehouse County, LA	22067	http://www.inaturalist.org/observations?place_id=1050	9	47158	Beetles	Coleoptera	http://farm4.staticflickr.com/3342/3649291662_c36877184b_s.jpg	(c) Mick Talbot, some rights reserved (CC BY-NC-SA)	1
Bernalillo County, NM	35001	http://www.inaturalist.org/observations?place_id=2390	1370	3	Wood Duck	Aix sponsa	http://farm4.staticflickr.com/3293/2954623114_5aa2938dd1_s.jpg	(c) ian wetton, some rights reserved (CC BY-NC-ND)	20
Santa Fe County, NM	35049	http://www.inaturalist.org/observations?place_id=2392	396	3	Northern Flicker	Colaptes auratus	http://farm4.staticflickr.com/3437/3187140734_840780f5bf_s.jpg	(c) Minette Layne, some rights reserved (CC BY-NC)	8
Taos County, NM	35055	http://www.inaturalist.org/observations?place_id=2393	420	3	Clark's Nutcracker	Nucifraga columbiana	http://farm4.staticflickr.com/3169/2550376810_72742ffbdc_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	6
Woodward County, OK	40153	http://www.inaturalist.org/observations?place_id=263	1	3	Eastern Phoebe	Sayornis phoebe	http://farm6.staticflickr.com/5009/5346970195_d0eac9966b_s.jpg	(c) Maggie.Smith, some rights reserved (CC BY-NC)	1
Atoka County, OK	40005	http://www.inaturalist.org/observations?place_id=294	2	26036	Western Cottonmouth	Agkistrodon piscivorus leucostoma	http://farm3.staticflickr.com/2027/2651916875_024b442ee6_s.jpg	(c) tom spinker, some rights reserved (CC BY-NC-ND)	1
Grant County, OK	40053	http://www.inaturalist.org/observations?place_id=295	2	47126	Showy milkweed	Asclepias speciosa	http://farm4.staticflickr.com/3601/3696648914_574c37f9e1_s.jpg	(c) James Gaither, some rights reserved (CC BY-NC-ND)	1
Beaver County, OK	40007	http://www.inaturalist.org/observations?place_id=297	17	26036	Prairie Rattlesnake	Crotalus viridis viridis	http://farm1.staticflickr.com/159/436545773_cc0a344542_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Delaware County, OK	40041	http://www.inaturalist.org/observations?place_id=1187	24	47158	Common Buckeye	Junonia coenia	http://farm3.staticflickr.com/2117/1581649444_9da13964d1_s.jpg	(c) Bill Bumgarner, some rights reserved (CC BY-NC-ND)	2
Ellis County, OK	40045	http://www.inaturalist.org/observations?place_id=2215	13	3	Red-tailed Hawk	Buteo jamaicensis	http://farm4.staticflickr.com/3233/2939911664_a9e7513df5_s.jpg	(c) sarbhloh, some rights reserved (CC BY-NC-ND)	2
Bryan County, OK	40013	http://www.inaturalist.org/observations?place_id=709	16	3	Black Vulture	Coragyps atratus	http://static.inaturalist.org/photos/1739822/square.jpg?1444848426	(c) D. Alexander Carrillo Mtz., some rights reserved (CC BY)	1
King County, TX	48269	http://www.inaturalist.org/observations?place_id=1485	11	26036	Western Diamondback Rattlesnake	Crotalus atrox	http://farm2.staticflickr.com/1275/1347727277_5dae0335df_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Ochiltree County, TX	48357	http://www.inaturalist.org/observations?place_id=1486	35	3	Red-tailed Hawk	Buteo jamaicensis	http://farm4.staticflickr.com/3233/2939911664_a9e7513df5_s.jpg	(c) sarbhloh, some rights reserved (CC BY-NC-ND)	3
Miller County, AR	5091	http://www.inaturalist.org/observations?place_id=346	32	47170	Fungi including Lichens	Fungi	http://farm1.staticflickr.com/28/47001678_a277a867e5_s.jpg	(c) Van Swearingen, some rights reserved (CC BY-NC-SA)	2
Prairie County, AR	5117	http://www.inaturalist.org/observations?place_id=347	41	47126	Green milkweed	Asclepias viridis	http://farm4.staticflickr.com/3007/2636502424_559a3dd8c4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Luna County, NM	35029	http://www.inaturalist.org/observations?place_id=368	60	26036	Western Diamondback Rattlesnake	Crotalus atrox	http://farm2.staticflickr.com/1275/1347727277_5dae0335df_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	4
Oklahoma County, OK	40109	http://www.inaturalist.org/observations?place_id=355	293	47158	Monarch	Danaus plexippus	http://farm4.staticflickr.com/3224/2972095940_9bc2608e00_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	7
De Kalb County, AL	1049	http://www.inaturalist.org/observations?place_id=991	22	20978	Dark-sided Salamander	Eurycea longicauda	https://farm4.staticflickr.com/3744/9244234748_5cc3a7da68_s.jpg	(c) Dave Thomas, some rights reserved (CC BY-NC)	2
Butler County, AL	1013	http://www.inaturalist.org/observations?place_id=993	1	0	0	0	0	0	0
DuPage County, IL	17043	http://www.inaturalist.org/observations?place_id=396	2081	47158	Monarch	Danaus plexippus	http://farm4.staticflickr.com/3224/2972095940_9bc2608e00_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	24
King County, WA	53033	http://www.inaturalist.org/observations?place_id=1282	10141	47126	Western redcedar	Thuja plicata	http://farm1.staticflickr.com/85/225640077_9973c7012c_s.jpg	(c) Eric in SF, some rights reserved (CC BY-NC-ND)	102
San Juan County, WA	53055	http://www.inaturalist.org/observations?place_id=1378	2753	40151	Harbor Seal	Phoca vitulina	http://farm5.staticflickr.com/4076/4756399710_6f4c8c9a0f_s.jpg	(c) Alan Vernon, some rights reserved (CC BY)	29
Bremer County, IA	19017	http://www.inaturalist.org/observations?place_id=1007	3	47158	Eastern Forktail	Ischnura verticalis	http://farm4.staticflickr.com/3399/5805449448_2e7b26a0e6_s.jpg	(c) Dan Mullen, some rights reserved (CC BY-NC-ND)	1
Boone County, IA	19015	http://www.inaturalist.org/observations?place_id=1030	7	3	Merlin	Falco columbarius	http://farm3.staticflickr.com/2137/2392366041_c677fb4e59_s.jpg	(c) Raj Boora, some rights reserved (CC BY)	1
Muscatine County, IA	19139	http://www.inaturalist.org/observations?place_id=1034	8	40151	Red Fox	Vulpes vulpes	http://farm4.staticflickr.com/3219/2999079757_fb2fe93b16_s.jpg	(c) matt knoth, some rights reserved (CC BY-NC-ND)	2
Lyon County, KS	20111	http://www.inaturalist.org/observations?place_id=117	12	47178	Freshwater drum	Aplodinotus grunniens	http://farm3.staticflickr.com/2483/3744824512_7d1d86d758_s.jpg	(c) Per Verdonk, some rights reserved (CC BY-NC)	1
Stanton County, KS	20187	http://www.inaturalist.org/observations?place_id=118	0	0	0	0	0	0	0
Woodson County, KS	20207	http://www.inaturalist.org/observations?place_id=119	9	3	Red-shouldered Hawk	Buteo lineatus	http://farm4.staticflickr.com/3509/3218807582_d0f545b145_s.jpg	(c) Bob, some rights reserved (CC BY-NC-ND)	1
Elk County, KS	20049	http://www.inaturalist.org/observations?place_id=444	56	47126	Green milkweed	Asclepias viridis	http://farm4.staticflickr.com/3007/2636502424_559a3dd8c4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	3
McPherson County, KS	20113	http://www.inaturalist.org/observations?place_id=446	3	47158	Leaf-footed Bugs	Coreidae	http://farm5.staticflickr.com/4145/5225204068_e9776f0b91_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Marion County, KS	20115	http://www.inaturalist.org/observations?place_id=469	1	3	Great Egret	Ardea alba	http://farm1.staticflickr.com/190/482019538_15b7e2311d_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	1
Stearns County, MN	27145	http://www.inaturalist.org/observations?place_id=13503	130	47170	Fungi including Lichens	Fungi	http://farm1.staticflickr.com/28/47001678_a277a867e5_s.jpg	(c) Van Swearingen, some rights reserved (CC BY-NC-SA)	5
Upton County, TX	48461	http://www.inaturalist.org/observations?place_id=905	59	20978	Couch's Spadefoot	Scaphiopus couchii	http://farm2.staticflickr.com/1163/1331436434_c52b54b271_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Victoria County, TX	48469	http://www.inaturalist.org/observations?place_id=906	603	47158	Honey Bee	Apis mellifera	https://farm7.staticflickr.com/6210/6144882221_84b8936360_s.jpg	(c) Franco Folini, some rights reserved (CC BY-SA)	29
Nueces County, TX	48355	http://www.inaturalist.org/observations?place_id=907	3478	3	Great Blue Heron	Ardea herodias	http://farm4.staticflickr.com/3234/3020707979_b5bee7ddc0_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	43
Hunt County, TX	48231	http://www.inaturalist.org/observations?place_id=886	149	26036	Three-toed Box Turtle	Terrapene carolina triunguis	http://farm2.staticflickr.com/1251/560600301_770765e161_s.jpg	(c) dcp, some rights reserved (CC BY-NC-ND)	4
