id	species
5107	Corvus ossifragus
24027	Cyanocitta cristata
22055	Corvus ossifragus
35006	Gymnorhinus cyanocephalus
35045	Corvus corax
35007	Cyanocitta stelleri
22099	Cyanocitta cristata
35001	Cyanocitta stelleri
35049	Corvus corax
35055	Nucifraga columbiana
40109	Corvus brachyrhynchos
17043	Cyanocitta cristata
53033	Corvus brachyrhynchos
53055	Corvus corax
48355	Cyanocorax yncas
48231	Cyanocitta cristata
48479	Cyanocorax yncas
48131	Cyanocorax yncas
48077	Cyanocitta cristata
48259	Aphelocoma californica
48487	Corvus corax
48453	Cyanocitta cristata
48203	Corvus brachyrhynchos
48215	Cyanocorax yncas
48005	Cyanocitta cristata
48141	Aphelocoma californica
48467	Corvus brachyrhynchos
48037	Corvus brachyrhynchos
48325	Cyanocorax yncas
48157	Cyanocitta cristata
48167	Cyanocitta cristata
48053	Corvus corax
48091	Aphelocoma californica
48111	Corvus cryptoleucus
48485	Cyanocitta cristata
48507	Cyanocorax yncas
48471	Corvus brachyrhynchos
48397	Cyanocitta cristata
48367	Cyanocitta cristata
48001	Corvus brachyrhynchos
48031	Aphelocoma californica
48047	Cyanocorax yncas
48085	Cyanocitta cristata
48429	Corvus brachyrhynchos
48029	Cyanocitta cristata
48201	Cyanocitta cristata
48315	Corvus brachyrhynchos
35027	Aphelocoma californica
35039	Pica hudsonia
35003	Corvus corax
35035	Cyanocitta stelleri
35028	Corvus corax
35047	Pica hudsonia
40031	Corvus brachyrhynchos
40103	Corvus brachyrhynchos
40025	Aphelocoma californica
5071	Cyanocitta cristata
22071	Corvus brachyrhynchos
22051	Corvus brachyrhynchos
48021	Corvus brachyrhynchos
48195	Pica hudsonia
48427	Cyanocorax yncas
48209	Aphelocoma californica
48395	Corvus brachyrhynchos
48409	Cyanocorax yncas
48329	Cyanocitta cristata
48121	Corvus brachyrhynchos
48185	Corvus brachyrhynchos
48041	Cyanocitta cristata
48243	Aphelocoma californica
48199	Corvus brachyrhynchos
48245	Cyanocitta cristata
48377	Corvus corax
48223	Corvus brachyrhynchos
48287	Corvus brachyrhynchos
48251	Cyanocitta cristata
48267	Aphelocoma californica
48303	Cyanocitta cristata
48273	Cyanocorax yncas
48339	Corvus brachyrhynchos
48423	Cyanocitta cristata
48147	Corvus brachyrhynchos
48155	Cyanocitta cristata
48043	Aphelocoma wollweberi
48171	Aphelocoma californica
48459	Cyanocitta cristata
48499	Cyanocitta cristata
48109	Aphelocoma californica
48241	Cyanocitta cristata
48019	Aphelocoma californica
48183	Cyanocitta cristata
48455	Corvus brachyrhynchos
48405	Cyanocitta cristata
48351	Corvus brachyrhynchos
48113	Corvus brachyrhynchos
48139	Corvus brachyrhynchos
48311	Cyanocorax yncas
48463	Aphelocoma californica
48439	Cyanocitta cristata
48039	Cyanocitta cristata
48025	Cyanocorax yncas
39151	Cyanocitta cristata
11001	Corvus brachyrhynchos
48491	Corvus brachyrhynchos
6097	Aphelocoma californica
56039	Corvus corax
23029	Corvus corax
23007	Cyanocitta cristata
1003	Cyanocitta cristata
1089	Corvus brachyrhynchos
18127	Cyanocitta cristata
12043	Corvus brachyrhynchos
12081	Aphelocoma coerulescens
12105	Aphelocoma coerulescens
12115	Aphelocoma coerulescens
16007	Cyanocitta stelleri
20091	Cyanocitta cristata
20047	Pica hudsonia
22033	Cyanocitta cristata
29131	Cyanocitta cristata
26019	Cyanocitta cristata
37129	Corvus brachyrhynchos
37063	Corvus brachyrhynchos
26161	Corvus brachyrhynchos
37087	Corvus brachyrhynchos
37021	Corvus brachyrhynchos
39089	Corvus brachyrhynchos
39157	Corvus brachyrhynchos
39007	Cyanocitta cristata
6111	Aphelocoma californica
8101	Cyanocitta stelleri
8013	Pica hudsonia
8119	Cyanocitta stelleri
8069	Pica hudsonia
8029	Cyanocitta stelleri
8097	Perisoreus canadensis
24033	Cyanocitta cristata
42041	Corvus brachyrhynchos
36059	Cyanocitta cristata
18065	Cyanocitta cristata
8105	Corvus brachyrhynchos
12031	Corvus brachyrhynchos
12073	Cyanocitta cristata
6027	Corvus corax
34001	Corvus ossifragus
34025	Corvus ossifragus
8117	Perisoreus canadensis
8059	Pica hudsonia
39147	Cyanocitta cristata
5141	Corvus brachyrhynchos
41049	Pica hudsonia
41015	Cyanocitta stelleri
35051	Corvus corax
6099	Aphelocoma californica
2122	Corvus caurinus
6055	Corvus corax
2261	Perisoreus canadensis
41033	Corvus brachyrhynchos
42019	Corvus brachyrhynchos
30099	Nucifraga columbiana
30063	Pica hudsonia
42007	Corvus brachyrhynchos
35043	Corvus corax
49051	Pica hudsonia
55127	Corvus brachyrhynchos
53061	Cyanocitta stelleri
53053	Corvus corax
6105	Aphelocoma californica
6087	Aphelocoma californica
6045	Corvus corax
39095	Corvus brachyrhynchos
46071	Pica hudsonia
2230	Corvus caurinus
41057	Aphelocoma californica
16001	Corvus brachyrhynchos
46103	Corvus brachyrhynchos
41007	Corvus brachyrhynchos
53015	Aphelocoma californica
41019	Aphelocoma californica
6071	Aphelocoma californica
2240	Perisoreus canadensis
41005	Cyanocitta stelleri
41035	Perisoreus canadensis
41047	Corvus brachyrhynchos
41067	Aphelocoma californica
2180	Corvus corax
1097	Cyanocitta cristata
20015	Cyanocitta cristata
41071	Aphelocoma californica
12113	Corvus brachyrhynchos
51121	Cyanocitta cristata
55081	Cyanocitta cristata
12075	Corvus brachyrhynchos
42011	Cyanocitta cristata
42017	Cyanocitta cristata
13135	Corvus brachyrhynchos
51059	Cyanocitta cristata
51153	Cyanocitta cristata
54037	Cyanocitta cristata
54093	Corvus brachyrhynchos
24011	Cyanocitta cristata
25003	Corvus brachyrhynchos
28021	Cyanocitta cristata
12009	Aphelocoma coerulescens
6001	Corvus brachyrhynchos
6075	Aphelocoma californica
17197	Cyanocitta cristata
6065	Corvus corax
12055	Aphelocoma coerulescens
12095	Cyanocitta cristata
12057	Cyanocitta cristata
12097	Corvus ossifragus
30001	Pica hudsonia
4001	Corvus corax
6037	Aphelocoma californica
16023	Nucifraga columbiana
17087	Corvus brachyrhynchos
39139	Cyanocitta cristata
42027	Corvus brachyrhynchos
36109	Cyanocitta cristata
17027	Corvus ossifragus
37119	Cyanocitta cristata
37135	Corvus brachyrhynchos
37155	Cyanocitta cristata
17051	Cyanocitta cristata
17133	Cyanocitta cristata
17143	Cyanocitta cristata
53057	Cyanocitta stelleri
55055	Cyanocitta cristata
6023	Corvus corax
6085	Aphelocoma californica
6079	Aphelocoma californica
6069	Aphelocoma californica
6039	Corvus corax
8083	Aphelocoma californica
39103	Cyanocitta cristata
22017	Cyanocitta cristata
39133	Corvus brachyrhynchos
42071	Cyanocitta cristata
24019	Cyanocitta cristata
25001	Corvus brachyrhynchos
25017	Cyanocitta cristata
42133	Corvus brachyrhynchos
45043	Corvus ossifragus
53031	Corvus brachyrhynchos
6015	Corvus corax
6013	Aphelocoma californica
6025	Aphelocoma californica
6103	Aphelocoma californica
6009	Cyanocitta stelleri
6101	Aphelocoma californica
6109	Aphelocoma californica
17019	Corvus brachyrhynchos
17127	Corvus brachyrhynchos
45013	Corvus ossifragus
51043	Cyanocitta cristata
8035	Aphelocoma californica
8049	Cyanocitta stelleri
8057	Corvus brachyrhynchos
56007	Perisoreus canadensis
49035	Pica hudsonia
41017	Perisoreus canadensis
41009	Corvus brachyrhynchos
8085	Pica hudsonia
36051	Corvus brachyrhynchos
6051	Nucifraga columbiana
6047	Aphelocoma californica
6053	Aphelocoma californica
6077	Aphelocoma californica
6019	Cyanocitta stelleri
6089	Aphelocoma californica
6095	Aphelocoma californica
12015	Aphelocoma coerulescens
42025	Corvus corax
42043	Cyanocitta cristata
26061	Corvus brachyrhynchos
55085	Cyanocitta cristata
6003	Nucifraga columbiana
6021	Pica nuttalli
6043	Cyanocitta stelleri
6049	Nucifraga columbiana
6113	Aphelocoma californica
6061	Aphelocoma californica
17129	Cyanocitta cristata
6067	Pica nuttalli
26021	Cyanocitta cristata
36073	Corvus brachyrhynchos
36097	Cyanocitta cristata
36101	Cyanocitta cristata
49017	Corvus corax
56023	Corvus brachyrhynchos
56013	Pica hudsonia
30031	Pica hudsonia
30071	Pica hudsonia
30035	Corvus corax
56029	Corvus corax
30013	Corvus brachyrhynchos
30067	Corvus brachyrhynchos
30029	Cyanocitta stelleri
30057	Pica hudsonia
23027	Cyanocitta cristata
23009	Corvus brachyrhynchos
23015	Cyanocitta cristata
23031	Corvus brachyrhynchos
23005	Cyanocitta cristata
23019	Corvus brachyrhynchos
