"login","user_id","user_icon","identifications","species","wg","wg"
"bernardpicton",10053,"https://static.inaturalist.org/attachments/users/icons/10053/medium.jpg?1475532378",17,13,0,0
"ilouque",31101,"https://static.inaturalist.org/attachments/users/icons/31101/medium.jpg?1487346047",17,13,0,0
"francescoric",33441,"https://static.inaturalist.org/attachments/users/icons/33441/medium.jpg?1505537132",17,16,0,0
"w_mcdaniel",53290,"https://static.inaturalist.org/attachments/users/icons/53290/medium.jpg?1500774402",17,7,0,0
"crispychipp",223726,"https://static.inaturalist.org/attachments/users/icons/223726/medium.jpg?1475541470",17,8,0,0
"koinpro",284003,"https://static.inaturalist.org/attachments/users/icons/284003/medium.jpg?1475530597",17,9,0,0
"thomasbarbin",302785,"https://static.inaturalist.org/attachments/users/icons/302785/medium.jpg?1497150165",17,13,0,0
"grisper",309286,"https://static.inaturalist.org/attachments/users/icons/309286/medium.jpeg?1475530484",17,12,0,0
"vozrozhd",322019,"https://static.inaturalist.org/attachments/users/icons/322019/medium.jpg?1476743532",17,21,0,0
"lucareptile",324885,"https://static.inaturalist.org/attachments/users/icons/324885/medium.jpg?1475535363",17,16,0,0
"jgarwood",329176,"https://static.inaturalist.org/attachments/users/icons/329176/medium.jpg?1511285288",17,18,0,0
"stephencoutts",632188,"https://static.inaturalist.org/attachments/users/icons/632188/medium.jpg?1509360691",17,8,0,0
"andrew_tbc_taylor",637943,"https://static.inaturalist.org/attachments/users/icons/637943/medium.jpg?1510022338",17,11,0,0
"nathanwhalen",640958,"https://static.inaturalist.org/attachments/users/icons/640958/medium.jpg?1506481020",17,17,0,0
"smilelynaomi",729769,"https://static.inaturalist.org/attachments/users/icons/729769/medium.jpeg?1512718005",17,16,0,0
"hfabian",3342,"https://static.inaturalist.org/attachments/users/icons/3342/medium.jpg?1475528806",16,21,0,0
"andyjones",14364,"https://static.inaturalist.org/attachments/users/icons/14364/medium.jpg?1475534199",16,18,0,0
"reallifeecology",15723,"https://static.inaturalist.org/attachments/users/icons/15723/medium.jpg?1475535710",16,20,0,0
"wkcheng71",37171,"https://static.inaturalist.org/attachments/users/icons/37171/medium.jpg?1475547098",16,9,0,0
"stevedaniels",63211,"https://static.inaturalist.org/attachments/users/icons/63211/medium.jpg?1475590266",16,17,0,0
"donquixote",77664,"",16,15,0,0
"markread",113793,"https://static.inaturalist.org/attachments/users/icons/113793/medium.jpg?1495794866",16,13,0,0
"eric_keith",147168,"https://static.inaturalist.org/attachments/users/icons/147168/medium.jpg?1478269924",16,16,0,0
"zanskar",173306,"https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155",16,79,0,0
"tom15",174495,"https://static.inaturalist.org/attachments/users/icons/174495/medium.jpg?1497881312",16,14,0,0
"traceybates6",229930,"https://static.inaturalist.org/attachments/users/icons/229930/medium.jpg?1485913042",16,13,0,0
"skrentnyjeff",257635,"https://static.inaturalist.org/attachments/users/icons/257635/medium.jpg?1475535567",16,20,0,0
"afieber",430240,"https://static.inaturalist.org/attachments/users/icons/430240/medium.jpeg?1490240941",16,11,0,0
"walkingstick2",448026,"https://static.inaturalist.org/attachments/users/icons/448026/medium.jpg?1492381952",16,6,0,0
"ndiem",456776,"",16,10,0,0
"beautifulnature",483863,"",16,11,0,0
"lukeberg",499808,"",16,13,0,0
"fishyfish",545561,"https://static.inaturalist.org/attachments/users/icons/545561/medium.jpeg?1509374249",16,12,0,0
"ganeish",566241,"https://static.inaturalist.org/attachments/users/icons/566241/medium.jpg?1502131479",16,16,0,0
"kyle109",582103,"",16,7,0,0
"jmaughn",2873,"https://static.inaturalist.org/attachments/users/icons/2873/medium.jpg?1475528622",15,27,0,0
"tadamcochran",13118,"https://static.inaturalist.org/attachments/users/icons/13118/medium.jpg?1507432881",15,38,0,0
"andrea94",35815,"",15,12,0,0
"wildcarrot",43591,"https://static.inaturalist.org/attachments/users/icons/43591/medium.jpg?1494024288",15,11,0,0
"glmory",52839,"https://static.inaturalist.org/attachments/users/icons/52839/medium.jpg?1475553648",15,78,0,0
"paul_prior",110005,"",15,15,0,0
"gabbieb",140881,"",15,5,0,0
"dijb",248315,"",15,13,0,0
"flyredbird",286560,"https://static.inaturalist.org/attachments/users/icons/286560/medium.jpg?1475531597",15,13,0,0
"kjmcwest",306802,"https://static.inaturalist.org/attachments/users/icons/306802/medium.jpg?1475529847",15,21,0,0
"sienaschool",418935,"",15,7,0,0
"mtracewell",455440,"https://static.inaturalist.org/attachments/users/icons/455440/medium.jpg?1492464721",15,14,0,0
"gablan",504125,"",15,11,0,0
"szjhobbs",537626,"https://static.inaturalist.org/attachments/users/icons/537626/medium.jpg?1500431813",15,15,0,0
"deep_sea_siren",586903,"https://static.inaturalist.org/attachments/users/icons/586903/medium.jpeg?1513642581",15,11,0,0
"prlsouthtaranaki",656094,"https://static.inaturalist.org/attachments/users/icons/656094/medium.jpg?1507070768",15,15,0,0
"tony_wills",16490,"https://static.inaturalist.org/attachments/users/icons/16490/medium.gif?1475536073",14,30,0,0
"rjadams55",108450,"https://static.inaturalist.org/attachments/users/icons/108450/medium.jpg?1475547483",14,40,0,0
"belstudholme",167755,"https://static.inaturalist.org/attachments/users/icons/167755/medium.jpg?1475541229",14,8,0,0
"tallastro",256327,"https://static.inaturalist.org/attachments/users/icons/256327/medium.jpg?1475535412",14,10,0,0
"ash2016",264913,"",14,22,0,0
"juangill",271682,"https://static.inaturalist.org/attachments/users/icons/271682/medium.jpg?1505074999",14,17,0,0
"tayloab",320976,"https://static.inaturalist.org/attachments/users/icons/320976/medium.jpg?1475533859",14,13,0,0
"dendroica_annie",525112,"https://static.inaturalist.org/attachments/users/icons/525112/medium.jpg?1500464349",14,12,0,0
"jaxinewolfe",659858,"https://static.inaturalist.org/attachments/users/icons/659858/medium.jpg?1507677589",14,14,0,0
"andrewdeacon",687366,"https://static.inaturalist.org/attachments/users/icons/687366/medium.jpg?1509255759",14,13,0,0
"mathis3",705651,"https://static.inaturalist.org/attachments/users/icons/705651/medium.jpg?1510884002",14,13,0,0
"annemirdl",7504,"https://static.inaturalist.org/attachments/users/icons/7504/medium.jpeg?1475531214",13,26,0,0
"ryber",9028,"https://static.inaturalist.org/attachments/users/icons/9028/medium.jpg?1476842435",13,27,0,0
"kucycads",9531,"https://static.inaturalist.org/attachments/users/icons/9531/medium.jpg?1475532140",13,57,0,0
"paul_norwood",25990,"https://static.inaturalist.org/attachments/users/icons/25990/medium.jpg?1475540880",13,31,0,0
"aaroncarlson",31792,"https://static.inaturalist.org/attachments/users/icons/31792/medium.jpg?1475544111",13,14,0,0
"dtoth",38482,"",13,9,0,0
"sarka",56029,"https://static.inaturalist.org/attachments/users/icons/56029/medium.jpg?1483627301",13,23,0,0
"danieleseglie",72232,"https://static.inaturalist.org/attachments/users/icons/72232/medium.jpg?1475549359",13,19,0,0
"kristofz",83313,"https://static.inaturalist.org/attachments/users/icons/83313/medium.jpg?1475546520",13,12,0,0
"aguilita",115129,"https://static.inaturalist.org/attachments/users/icons/115129/medium.jpg?1475549115",13,17,0,0
"michaeldiventi",164129,"https://static.inaturalist.org/attachments/users/icons/164129/medium.jpeg?1485366599",13,14,0,0
"krosenthal",192858,"https://static.inaturalist.org/attachments/users/icons/192858/medium.jpg?1475539983",13,11,0,0
"seaslugs",258318,"https://static.inaturalist.org/attachments/users/icons/258318/medium.jpg?1499147864",13,15,0,0
"chinquapin",300377,"https://static.inaturalist.org/attachments/users/icons/300377/medium.jpg?1475527786",13,15,0,0
"catta",308835,"",13,69,0,0
"bekscott",341036,"",13,13,0,0
"kgardner",350861,"https://static.inaturalist.org/attachments/users/icons/350861/medium.jpg?1501868834",13,8,0,0
"mapsandapps",385784,"",13,2,0,0
"maschette",435022,"",13,9,0,0
"ugglana",453158,"",13,11,0,0
"suechrostek",467647,"",13,6,0,0
"ryancooke",469469,"https://static.inaturalist.org/attachments/users/icons/469469/medium.jpg?1497408727",13,8,0,0
"bugmaster13000",506303,"https://static.inaturalist.org/attachments/users/icons/506303/medium.jpg?1497135529",13,9,0,0
"randimarshall",509020,"",13,13,0,0
"miguel1080",614459,"https://static.inaturalist.org/attachments/users/icons/614459/medium.jpg?1504483096",13,13,0,0
"keevilm",624025,"https://static.inaturalist.org/attachments/users/icons/624025/medium.jpg?1510158900",13,13,0,0
"rufiooo",650640,"",13,13,0,0
"michael_bear",8945,"https://static.inaturalist.org/attachments/users/icons/8945/medium.jpg?1490854768",12,10,0,0
"erikamitchell",12158,"https://static.inaturalist.org/attachments/users/icons/12158/medium.jpeg?1475533280",12,24,0,0
"martinmandak",15745,"https://static.inaturalist.org/attachments/users/icons/15745/medium.jpg?1475535724",12,10,0,0
"csavy",19061,"https://static.inaturalist.org/attachments/users/icons/19061/medium.jpg?1475537691",12,298,0,0
"naturenut",25809,"https://static.inaturalist.org/attachments/users/icons/25809/medium.jpg?1475540802",12,11,0,0
"casteloale",91473,"https://static.inaturalist.org/attachments/users/icons/91473/medium.jpg?1475548876",12,29,0,0
"karoltabarellidefatis",92931,"https://static.inaturalist.org/attachments/users/icons/92931/medium.jpg?1475549280",12,7,0,0
"claudia_jeannette",115689,"https://static.inaturalist.org/attachments/users/icons/115689/medium.jpg?1475549254",12,39,0,0
"ncfishes",117766,"",12,10,0,0
"eattaway92",151498,"https://static.inaturalist.org/attachments/users/icons/151498/medium.jpg?1481592877",12,25,0,0
"joshuagsmith",269952,"https://static.inaturalist.org/attachments/users/icons/269952/medium.jpg?1501047025",12,5,0,0
"jackmorley",310747,"https://static.inaturalist.org/attachments/users/icons/310747/medium.jpg?1475530969",12,15,0,0
"toxmace",341557,"https://static.inaturalist.org/attachments/users/icons/341557/medium.jpg?1475536038",12,20,0,0
"flyfshrgrl",380598,"https://static.inaturalist.org/attachments/users/icons/380598/medium.jpg?1481442922",12,7,0,0
"austinbennett",392692,"https://static.inaturalist.org/attachments/users/icons/392692/medium.jpg?1484848037",12,9,0,0
"gparks",397540,"",12,11,0,0
"plutoniumidae_cade",401931,"https://static.inaturalist.org/attachments/users/icons/401931/medium.jpg?1487110078",12,10,0,0
"leithallb",412258,"https://static.inaturalist.org/attachments/users/icons/412258/medium.jpg?1488777629",12,11,0,0
"clairegoodwin_hmsc",477089,"https://static.inaturalist.org/attachments/users/icons/477089/medium.jpg?1497457498",12,5,0,0
"kookamongus",645378,"https://static.inaturalist.org/attachments/users/icons/645378/medium.jpg?1508020441",12,12,0,0
"luisjaquez",671736,"https://static.inaturalist.org/attachments/users/icons/671736/medium.png?1508180015",12,12,0,0
"ian_murdock",676218,"https://static.inaturalist.org/attachments/users/icons/676218/medium.jpg?1511555804",12,3,0,0
"allison_formica",695283,"https://static.inaturalist.org/attachments/users/icons/695283/medium.jpg?1509872727",12,12,0,0
"dremsen",70,"https://static.inaturalist.org/attachments/users/icons/70/medium.jpg?1512413293",11,39,0,0
"johnnybirder",520,"https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599",11,45,0,0
"cypseloides",6097,"https://static.inaturalist.org/attachments/users/icons/6097/medium.jpg?1475530497",11,7,0,0
"philiptdotcom",14208,"https://static.inaturalist.org/attachments/users/icons/14208/medium.jpg?1475534124",11,10,0,0
"mabernathy",18604,"https://static.inaturalist.org/attachments/users/icons/18604/medium.jpeg?1475537411",11,12,0,0
"lorri-gong",20270,"https://static.inaturalist.org/attachments/users/icons/20270/medium.jpg?1497225843",11,7,0,0
"charro",24791,"https://static.inaturalist.org/attachments/users/icons/24791/medium.jpg?1475527621",11,9,0,0
"gcwarbler",27047,"https://static.inaturalist.org/attachments/users/icons/27047/medium.jpg?1513308684",11,18,0,0
"griff",108372,"https://static.inaturalist.org/attachments/users/icons/108372/medium.jpg?1475547471",11,18,0,0
"oddfitz",115786,"https://static.inaturalist.org/attachments/users/icons/115786/medium.jpg?1504043696",11,5,0,0
"eknuth",199809,"",11,12,0,0
"jordanholaday",220906,"https://static.inaturalist.org/attachments/users/icons/220906/medium.jpg?1475540878",11,16,0,0
"hikingsandiego",228955,"https://static.inaturalist.org/attachments/users/icons/228955/medium.jpeg?1475542881",11,8,0,0
"swells",266296,"https://static.inaturalist.org/attachments/users/icons/266296/medium.jpg?1475536779",11,32,0,0
"moneill",273961,"https://static.inaturalist.org/attachments/users/icons/273961/medium.jpg?1475528719",11,22,0,0
"ben64",295161,"",11,2,0,0
"dwabrams",307029,"",11,10,0,0
"hedstrom",322268,"https://static.inaturalist.org/attachments/users/icons/322268/medium.jpg?1475534140",11,8,0,0
"sandwich",323903,"https://static.inaturalist.org/attachments/users/icons/323903/medium.jpg?1505753967",11,6,0,0
"nezahualpilli",339583,"https://static.inaturalist.org/attachments/users/icons/339583/medium.png?1475529964",11,13,0,0
"aaron_burnette",349470,"",11,18,0,0
"stephen54",350459,"https://static.inaturalist.org/attachments/users/icons/350459/medium.png?1476397501",11,10,0,0
"idlegrraphics",370284,"https://static.inaturalist.org/attachments/users/icons/370284/medium.jpeg?1479341100",11,6,0,0
"jclnature",382469,"https://static.inaturalist.org/attachments/users/icons/382469/medium.jpg?1482213685",11,7,0,0
"richardmonteverdense",386641,"https://static.inaturalist.org/attachments/users/icons/386641/medium.jpg?1489792315",11,11,0,0
"caesarcastillo",389353,"https://static.inaturalist.org/attachments/users/icons/389353/medium.jpeg?1484181312",11,10,0,0
"lizardwizard",402954,"https://static.inaturalist.org/attachments/users/icons/402954/medium.jpg?1500499352",11,8,0,0
"isea",426202,"https://static.inaturalist.org/attachments/users/icons/426202/medium.png?1489775646",11,6,0,0
"diego4nature",427782,"https://static.inaturalist.org/attachments/users/icons/427782/medium.jpg?1491673540",11,6,0,0
"fullsunsteph",432051,"https://static.inaturalist.org/attachments/users/icons/432051/medium.jpg?1490388096",11,10,0,0
"bearboy10",493668,"https://static.inaturalist.org/attachments/users/icons/493668/medium.jpeg?1496029014",11,11,0,0
"diego_n",497509,"",11,10,0,0
"beneaththesurface",510446,"",11,9,0,0
"rachelharborwildwatch",537778,"https://static.inaturalist.org/attachments/users/icons/537778/medium.jpg?1500488907",11,7,0,0
"joe_fish",630365,"",11,3,0,0
"jonathan_rose",676210,"https://static.inaturalist.org/attachments/users/icons/676210/medium.jpg?1508532633",11,3,0,0
"mattgeo1990",705575,"https://static.inaturalist.org/attachments/users/icons/705575/medium.jpeg?1513008501",11,5,0,0
"miwe",721496,"",11,11,0,0
"duarte",3042,"https://static.inaturalist.org/attachments/users/icons/3042/medium.png?1475528686",10,62,0,0
"flight69",3098,"https://static.inaturalist.org/attachments/users/icons/3098/medium.jpg?1475528705",10,6,0,0
"cschalk86",7000,"https://static.inaturalist.org/attachments/users/icons/7000/medium.jpg?1475530898",10,8,0,0
"matthew_salkiewicz",16576,"https://static.inaturalist.org/attachments/users/icons/16576/medium.jpg?1491351951",10,19,0,0
"samuelvaldes",23296,"https://static.inaturalist.org/attachments/users/icons/23296/medium.jpg?1494082819",10,12,0,0
"reuvenm",42004,"https://static.inaturalist.org/attachments/users/icons/42004/medium.jpg?1511555921",10,10,0,0
"iveirizarry",73667,"https://static.inaturalist.org/attachments/users/icons/73667/medium.jpg?1475549728",10,17,0,0
"moventrice",77293,"https://static.inaturalist.org/attachments/users/icons/77293/medium.png?1475553050",10,10,0,0
"joelle",79343,"https://static.inaturalist.org/attachments/users/icons/79343/medium.jpg?1495431503",10,10,0,0
"sarahb",104942,"",10,3,0,0
"drjenny",143037,"https://static.inaturalist.org/attachments/users/icons/143037/medium.jpg?1475546968",10,4,0,0
"gcsnelling",155080,"https://static.inaturalist.org/attachments/users/icons/155080/medium.jpg?1475538462",10,18,0,0
"birdfly",156461,"https://static.inaturalist.org/attachments/users/icons/156461/medium.jpg?1477298630",10,27,0,0
"driftlessroots",249972,"https://static.inaturalist.org/attachments/users/icons/249972/medium.jpg?1475533253",10,9,0,0
"psyllidhipster",275891,"https://static.inaturalist.org/attachments/users/icons/275891/medium.jpg?1475529068",10,8,0,0
"ggoatboy",276236,"https://static.inaturalist.org/attachments/users/icons/276236/medium.jpg?1475529138",10,11,0,0
"tminatbe",322233,"https://static.inaturalist.org/attachments/users/icons/322233/medium.jpg?1478313166",10,2,0,0
"wsimmons",330811,"https://static.inaturalist.org/attachments/users/icons/330811/medium.jpg?1505319799",10,11,0,0
"davidruizdominguez",402714,"https://static.inaturalist.org/attachments/users/icons/402714/medium.jpg?1486564781",10,10,0,0
"astrobirder",420537,"https://static.inaturalist.org/attachments/users/icons/420537/medium.jpg?1512854638",10,5,0,0
"alazere",475845,"https://static.inaturalist.org/attachments/users/icons/475845/medium.jpeg?1499183578",10,10,0,0
"ari10",484431,"https://static.inaturalist.org/attachments/users/icons/484431/medium.png?1495050723",10,8,0,0
"bjones10",514273,"https://static.inaturalist.org/attachments/users/icons/514273/medium.jpg?1498040091",10,7,0,0
"zachtrelfa",606878,"",10,5,0,0
"housesinmotion",616519,"https://static.inaturalist.org/attachments/users/icons/616519/medium.jpg?1504654391",10,6,0,0
"jordanskates",632170,"https://static.inaturalist.org/attachments/users/icons/632170/medium.jpg?1505699869",10,9,0,0
"yeekeat",660445,"https://static.inaturalist.org/attachments/users/icons/660445/medium.jpg?1507632920",10,10,0,0
"jennifer_long",677262,"https://static.inaturalist.org/attachments/users/icons/677262/medium.jpg?1508516851",10,3,0,0
"twinboas",723939,"",10,10,0,0
"zain1224",724460,"https://static.inaturalist.org/attachments/users/icons/724460/medium.jpg?1512314645",10,6,0,0
"shrinksteve",8372,"https://static.inaturalist.org/attachments/users/icons/8372/medium.jpeg?1475531605",9,9,0,0
"mikegrutherford",9016,"https://static.inaturalist.org/attachments/users/icons/9016/medium.jpg?1475531906",9,21,0,0
"mikepatterson",15366,"https://static.inaturalist.org/attachments/users/icons/15366/medium.jpg?1475535529",9,14,0,0
"brianw",33892,"https://static.inaturalist.org/attachments/users/icons/33892/medium.jpg?1475545739",9,58,0,0
"chlorophilia",37277,"https://static.inaturalist.org/attachments/users/icons/37277/medium.jpg?1489083493",9,7,0,0
"vilseskog",44100,"https://static.inaturalist.org/attachments/users/icons/44100/medium.jpg?1475553016",9,7,0,0
"coreyjlange",55236,"https://static.inaturalist.org/attachments/users/icons/55236/medium.jpg?1475588857",9,15,0,0
"jacqui-nz",58314,"https://static.inaturalist.org/attachments/users/icons/58314/medium.jpg?1475588315",9,9,0,0
"wolfsoul",67228,"https://static.inaturalist.org/attachments/users/icons/67228/medium.jpeg?1475590522",9,10,0,0
"cdorsay",112902,"https://static.inaturalist.org/attachments/users/icons/112902/medium.jpg?1475548416",9,18,0,0
"birdizlife",154438,"https://static.inaturalist.org/attachments/users/icons/154438/medium.jpg?1483550165",9,9,0,0
"seavivs",159673,"https://static.inaturalist.org/attachments/users/icons/159673/medium.jpg?1500054406",9,8,0,0
"serpophaga",173183,"https://static.inaturalist.org/attachments/users/icons/173183/medium.png?1485118102",9,10,0,0
"norcaldon",173574,"https://static.inaturalist.org/attachments/users/icons/173574/medium.jpg?1495316766",9,9,0,0
"pdfuenteb",264427,"https://static.inaturalist.org/attachments/users/icons/264427/medium.jpg?1494354173",9,4,0,0
"bigcountrynaturalist",281794,"",9,7,0,0
"daniel112",284401,"https://static.inaturalist.org/attachments/users/icons/284401/medium.jpg?1485113095",9,6,0,0
"aguercio",292111,"https://static.inaturalist.org/attachments/users/icons/292111/medium.jpg?1511027215",9,8,0,0
"guppygirl",313180,"https://static.inaturalist.org/attachments/users/icons/313180/medium.jpg?1475531813",9,7,0,0
"joshuabobcatstacy",323012,"https://static.inaturalist.org/attachments/users/icons/323012/medium.jpg?1475534344",9,3,0,0
"terrilldactyl",364713,"https://static.inaturalist.org/attachments/users/icons/364713/medium.jpg?1509042766",9,6,0,0
"dianafr",424368,"https://static.inaturalist.org/attachments/users/icons/424368/medium.jpg?1496422243",9,8,0,0
"jeffreyjenkerson",444793,"https://static.inaturalist.org/attachments/users/icons/444793/medium.jpeg?1491606014",9,9,0,0
"peaseddy",457952,"",9,1,0,0
"johndreynolds",459348,"https://static.inaturalist.org/attachments/users/icons/459348/medium.jpg?1492796488",9,6,0,0
"jeremybarker",464262,"https://static.inaturalist.org/attachments/users/icons/464262/medium.jpeg?1493132735",9,7,0,0
"nicholas_pickleous",466061,"https://static.inaturalist.org/attachments/users/icons/466061/medium.jpg?1496249167",9,6,0,0
"treedogff",474731,"",9,3,0,0
"charlieheron",484492,"https://static.inaturalist.org/attachments/users/icons/484492/medium.jpg?1495495974",9,8,0,0
"wileygrace",490575,"",9,8,0,0
"randybodkins",492790,"https://static.inaturalist.org/attachments/users/icons/492790/medium.jpg?1495932609",9,7,0,0
"marcelfinlay",514269,"https://static.inaturalist.org/attachments/users/icons/514269/medium.jpg?1508753103",9,7,0,0
"sgoodchild",529560,"https://static.inaturalist.org/attachments/users/icons/529560/medium.jpg?1501909553",9,7,0,0
"billarbon",542677,"https://static.inaturalist.org/attachments/users/icons/542677/medium.jpg?1500991735",9,5,0,0
"johantarzan4600",555226,"https://static.inaturalist.org/attachments/users/icons/555226/medium.jpg?1501862354",9,8,0,0
"redheron_lcoley",660306,"https://static.inaturalist.org/attachments/users/icons/660306/medium.jpg?1507356622",9,6,0,0
"marieraison",674817,"",9,9,0,0
"rondwalsh",707016,"",9,6,0,0
"vermfly",3057,"https://static.inaturalist.org/attachments/users/icons/3057/medium.jpg?1475528688",8,6,0,0
"zabbey",3090,"https://static.inaturalist.org/attachments/users/icons/3090/medium.jpg?1475528703",8,33,0,0
"robberfly",13979,"https://static.inaturalist.org/attachments/users/icons/13979/medium.jpg?1494699553",8,70,0,0
"rhole",33605,"https://static.inaturalist.org/attachments/users/icons/33605/medium.jpg?1492589275",8,8,0,0
"dominic",38280,"https://static.inaturalist.org/attachments/users/icons/38280/medium.jpg?1475547411",8,18,0,0
"elg56",39959,"https://static.inaturalist.org/attachments/users/icons/39959/medium.jpg?1511901455",8,31,0,0
"nationalaquarium",40963,"https://static.inaturalist.org/attachments/users/icons/40963/medium.jpg?1508434477",8,11,0,0
"tnewman",48418,"",8,8,0,0
"janetwright",56162,"https://static.inaturalist.org/attachments/users/icons/56162/medium.jpg?1503161448",8,7,0,0
