id	species
19169	Corvus brachyrhynchos
20079	Cyanocitta cristata
20095	Corvus brachyrhynchos
20173	Cyanocitta cristata
20129	Aphelocoma californica
20103	Cyanocitta cristata
20059	Cyanocitta cristata
20017	Cyanocitta cristata
20121	Cyanocitta cristata
20073	Cyanocitta cristata
20057	Pica hudsonia
21195	Cyanocitta cristata
21095	Cyanocitta cristata
21111	Cyanocitta cristata
21113	Corvus brachyrhynchos
21167	Corvus brachyrhynchos
21101	Cyanocitta cristata
28045	Corvus ossifragus
28063	Cyanocitta cristata
21079	Corvus brachyrhynchos
21067	Corvus brachyrhynchos
21133	Cyanocitta cristata
21161	Cyanocitta cristata
21145	Corvus brachyrhynchos
21151	Corvus brachyrhynchos
29051	Cyanocitta cristata
29177	Corvus brachyrhynchos
29047	Corvus brachyrhynchos
29031	Cyanocitta cristata
29037	Cyanocitta cristata
29189	Cyanocitta cristata
29141	Cyanocitta cristata
26139	Cyanocitta cristata
26163	Corvus brachyrhynchos
26137	Cyanocitta cristata
26131	Corvus corax
26147	Cyanocitta cristata
26165	Cyanocitta cristata
26087	Cyanocitta cristata
26027	Cyanocitta cristata
26023	Corvus brachyrhynchos
26025	Corvus brachyrhynchos
26015	Corvus brachyrhynchos
26031	Cyanocitta cristata
26125	Corvus brachyrhynchos
26151	Cyanocitta cristata
26083	Corvus brachyrhynchos
37037	Corvus brachyrhynchos
37099	Corvus brachyrhynchos
37009	Corvus brachyrhynchos
37017	Cyanocitta cristata
37053	Cyanocitta cristata
37051	Cyanocitta cristata
37027	Corvus brachyrhynchos
37179	Cyanocitta cristata
